OBJECTID,CD_GEOCODI,NM_BAIRRO,NM_SUBDIST,NM_DISTRIT,INDIC_AGUA_ADEQUADA,INDIC_ESGOTO_ADEQUADO,INDIC_LIXO_ADEQUADO,INDIC_MEDBANH_PES,INDIC_ANALFAB_10A14,INDIC_RENDARESP_POS_SM,INDIC_RENDARESP_POS_ATE2SM,INDIC_RENDARESP_P_MAISDE10SM,I_AGUA_ADEQUADA,I_ESGOTO_ADEQUADO,I_LIXO_ADEQUADO,I_MEDBANH_PES,I_ANALFAB_10A14,I_RENDARESP_POS_SM,I_RENDARESP_POS_ATE2SM,I_RENDARESP_P_MAISDE10SM,IDS
8271,330455705060001,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.39064475,2.53164557,1.75146183,82.14285714,0,1,1,1,0.17745931,0.95780591,0.01566251,0.17857143,0,0.54118739
8273,330455705060002,Caju,PORTUÁRIA,RIO DE JANEIRO,100,99.67741935,99.35483871,0.33460076,2.15053763,1.33063119,90.81272085,0,1,0.99677419,0.99354839,0.15200005,0.96415771,0.00944389,0.09187279,0,0.52597463
8275,330455705060003,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.35,2.3255814,0.94673203,98.33333333,0,1,1,1,0.1589955,0.96124031,0.00377101,0.01666667,0,0.51758419
8277,330455705060004,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.38390805,0,1.38407502,92.17391304,0,1,1,1,0.17439901,1,0.01023363,0.07826087,0,0.53286169
8279,330455705060005,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.33641975,2.22222222,1.00291206,99.00990099,0,1,1,1,0.15282636,0.96296296,0.00460118,0.00990099,0,0.51628644
8281,330455705060006,Caju,PORTUÁRIA,RIO DE JANEIRO,100,99.07407407,100,0.33065237,3.07692308,1.58016807,89.3877551,0.40816327,1,0.99074074,1,0.1502064,0.94871795,0.0131313,0.10612245,0.00440051,0.52666492
8283,330455705060007,Caju,PORTUÁRIA,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
8285,330455705060008,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.31144465,0,5.31096439,6.12244898,2.04081633,1,1,1,0.14148085,1,0.06826131,0.93877551,0.02200255,0.64631503
8287,330455705060009,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.59186992,0,3.37348769,44.14893617,2.65957447,1,1,1,0.26887044,1,0.0396312,0.55851064,0.02867354,0.61196073
8289,330455705060010,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.3674476,8.10810811,1.25345163,92.97520661,0,1,1,1,0.16692147,0.86486486,0.00830341,0.07024793,0,0.51379221
8291,330455705060011,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.3673293,3.48837209,1.35362369,89.67551622,0,1,1,1,0.16686773,0.94186047,0.00978365,0.10324484,0,0.52771959
8293,330455705060012,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.33449074,0,1.30214404,91.12149533,0,1,1,1,0.15195007,1,0.00902294,0.08878505,0,0.53121976
8295,330455705060013,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.33913043,1.17647059,1.39382745,91.2,0,1,1,1,0.15405775,0.98039216,0.01037774,0.088,0,0.52910346
8297,330455705060014,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.40356394,4.05405405,1.3932958,88.44884488,0,1,1,1,0.18332815,0.93243243,0.01036989,0.11551155,0,0.53020525
8299,330455705060015,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.36900369,0,4.01539142,23.30827068,3.7593985,1,1,1,0.16762836,1,0.04911661,0.76691729,0.04053102,0.62802416
8301,330455705060016,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.40909091,0,2.61398769,51.74418605,1.74418605,1,1,1,0.1858389,1,0.02840806,0.48255814,0.01880451,0.5894512
8303,330455705060017,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.41465445,2.12765957,1.86526771,79.08309456,0.28653295,1,1,1,0.18836627,0.96453901,0.01734422,0.20916905,0.00308918,0.54781347
8305,330455705060018,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.45130641,0,2.2794519,61.40350877,0,1,1,1,0.20501626,1,0.02346462,0.38596491,0,0.57680572
8307,330455705060019,Caju,PORTUÁRIA,RIO DE JANEIRO,99.64788732,98.94366197,100,0.46328438,2.12765957,1.87346814,73.95833333,0,0.99647887,0.98943662,1,0.21045752,0.96453901,0.0174654,0.26041667,0,0.55484926
8309,330455705060020,Caju,PORTUÁRIA,RIO DE JANEIRO,100,98.7804878,100,0.46902655,0,2.0281357,66.66666667,0,1,0.98780488,1,0.21306603,1,0.01975092,0.33333333,0,0.5692444
8311,330455705060021,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.45177665,0,1.99734477,57.29166667,1.04166667,1,1,1,0.20522987,1,0.01929592,0.42708333,0.01123047,0.58285495
8312,330455705060022,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,97.12230216,81.29496403,100,0.25376884,4.41176471,1.86328976,78.20512821,0,0.97122302,0.81294964,1,0.1152803,0.92647059,0.01731499,0.21794872,0,0.50764841
8313,330455705060023,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,100,93.91304348,100,0.32786885,0,2.74887635,55.25114155,1.36986301,1,0.93913043,1,0.14894192,1,0.03040131,0.44748858,0.01476884,0.57259139
8314,330455705060024,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,100,96.15384615,99.03846154,0.36809816,0,1.33139509,88.50574713,0,1,0.96153846,0.99038462,0.167217,1,0.00945518,0.11494253,0,0.53044222
8315,330455705060025,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.40275862,2.22222222,2.80784314,57.83783784,0.54054054,1,1,1,0.18296231,0.96296296,0.03127266,0.42162162,0.0058277,0.57558091
8316,330455705060026,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,100,99.64664311,100,0.42117647,2.3255814,2.61785535,50.18315018,1.0989011,1,0.99646643,1,0.19132904,0.96124031,0.02846521,0.4981685,0.01184753,0.58593963
8317,330455705060027,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.38881491,0,2.35614035,65.35087719,1.31578947,1,1,1,0.17662806,1,0.02459785,0.34649123,0.01418586,0.57023787
8318,330455705060028,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.41935484,0,1.98816356,70.73170732,0,1,1,1,0.19050152,1,0.01916025,0.29268293,0,0.56279309
8319,330455705060029,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,100,100,98.46625767,0.36011617,4.16666667,2.28705371,68.40390879,0.3257329,1,1,0.98466258,0.163591,0.93055556,0.02357695,0.31596091,0.00351181,0.55273235
8320,330455705060030,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.40314136,1.36986301,2.2872549,67.05426357,1.1627907,1,1,1,0.18313618,0.97716895,0.02357993,0.32945736,0.01253634,0.56573484
8321,330455705060031,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.45930233,0,1.36034036,96.22641509,0,1,1,1,0.20864858,1,0.0098829,0.03773585,0,0.53203342
8322,330455705060032,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,100,99.62686567,100,0.30612245,1.2195122,1.35441176,93.33333333,0,1,0.99626866,1,0.13906312,0.9796748,0.0097953,0.06666667,0,0.52393357
8323,330455705060033,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,97.78597786,98.15498155,98.89298893,0.30309278,1.1627907,1.26019442,93.6440678,0,0.97785978,0.98154982,0.98892989,0.13768683,0.98062016,0.00840305,0.06355932,0,0.5173261
8324,330455705060034,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,99.28571429,100,100,0.33868974,5.97014925,1.66468891,83.98268398,0,0.99285714,1,1,0.15385756,0.90049751,0.01438026,0.16017316,0,0.5277207
8325,330455705060035,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,100,99.61089494,100,0.38325991,0,1.82686018,76.8558952,0.43668122,1,0.99610895,1,0.17410458,1,0.01677667,0.23144105,0.00470797,0.5528924
8326,330455705060036,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,100,99.00497512,100,0.41491086,15.38461538,2.68851702,65.51724138,1.14942529,1,0.99004975,1,0.18848274,0.74358974,0.02950938,0.34482759,0.01239224,0.53860643
8327,330455705060037,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,97.65625,98.4375,100,0.38647343,10,2.27386175,63.55932203,0.84745763,0.9765625,0.984375,1,0.17556439,0.83333333,0.02338202,0.36440678,0.00913665,0.54584508
8328,330455705060038,Gamboa,PORTUÁRIA,RIO DE JANEIRO,81.63265306,85.71428571,100,0.2962963,0,1.31786492,94.44444444,0,0.81632653,0.85714286,1,0.13459937,1,0.00925524,0.05555556,0,0.48410994
8329,330455705060039,Gamboa,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.28846154,2.38095238,1.25083241,100,0,1,1,1,0.13104025,0.96031746,0.0082647,0,0,0.5124528
8330,330455705060040,Gamboa,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.34438776,0,1.028463,100,0,1,1,1,0.15644601,1,0.00497875,0,0,0.5201781
8331,330455705060041,Gamboa,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.34300518,7.33944954,1.47865186,90.36144578,0,1,1,1,0.15581795,0.87767584,0.01163119,0.09638554,0,0.51768882
8332,330455705060042,Gamboa,PORTUÁRIA,RIO DE JANEIRO,99.53051643,100,96.24413146,0.34431138,1.44927536,1.50621969,85.48387097,0,0.99530516,1,0.96244131,0.15641132,0.97584541,0.01203856,0.14516129,0,0.53090038
8333,330455705060043,Gamboa,PORTUÁRIA,RIO DE JANEIRO,100,97.70114943,94.63601533,0.28585859,1.83486239,1.56280422,86.93467337,0.50251256,1,0.97701149,0.94636015,0.1298578,0.96941896,0.01287471,0.13065327,0.00541771,0.52144926
8334,330455705060044,Gamboa,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.35301837,7.8125,1.29627274,92.34234234,0,1,1,1,0.16036667,0.86979167,0.00893618,0.07657658,0,0.51445889
8335,330455705060045,Gamboa,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.44126984,2.56410256,3.46842985,31.39534884,0.7751938,1,1,1,0.20045691,0.95726496,0.04103416,0.68604651,0.00835756,0.61164501
8336,330455705060046,Gamboa,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.30482897,0.82644628,1.80153425,77.27272727,0,1,1,1,0.13847553,0.9862259,0.01640243,0.22727273,0,0.54604707
8337,330455705060047,Gamboa,PORTUÁRIA,RIO DE JANEIRO,100,99.15966387,100,0.47292994,0,2.23372966,64.89361702,0,1,0.99159664,1,0.21483924,1,0.02278898,0.35106383,0,0.57253609
8338,330455705060048,Gamboa,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.35023041,0,1.54797508,90.65420561,0,1,1,1,0.15910017,1,0.01265558,0.09345794,0,0.53315171
8339,330455705060049,Gamboa,PORTUÁRIA,RIO DE JANEIRO,98.34254144,98.89502762,100,0.366171,0,1.80604478,76.33136095,0.59171598,0.98342541,0.98895028,1,0.16634155,1,0.01646908,0.23668639,0.00637944,0.54978152
8340,330455705060050,Gamboa,PORTUÁRIA,RIO DE JANEIRO,100,97.72727273,100,0.33111111,7.14285714,2.15508203,68.36734694,1.02040816,1,0.97727273,1,0.15041479,0.88095238,0.02162681,0.31632653,0.01100128,0.54469931
8341,330455705060051,Gamboa,PORTUÁRIA,RIO DE JANEIRO,100,99.42363112,100,0.37723424,3.37078652,2.37735804,63.30275229,1.83486239,1,0.99423631,1,0.17136728,0.94382022,0.02491138,0.36697248,0.01978211,0.56513622
8342,330455705060052,Gamboa,PORTUÁRIA,RIO DE JANEIRO,99.0521327,99.0521327,89.09952607,0.30843707,1.92307692,1.51333611,82.9787234,0,0.99052133,0.99052133,0.89099526,0.14011459,0.96794872,0.01214372,0.17021277,0,0.52030721
8343,330455705060053,Gamboa,PORTUÁRIA,RIO DE JANEIRO,99.01477833,100,100,0.2891933,3.22580645,2.11384532,71.11111111,1.11111111,0.99014778,1,1,0.13137267,0.94623656,0.02101745,0.28888889,0.01197917,0.54870531
8344,330455705060054,Gamboa,PORTUÁRIA,RIO DE JANEIRO,99.33774834,98.67549669,100,0.37977528,3.125,1.97103052,72.18045113,0.7518797,0.99337748,0.98675497,1,0.1725216,0.94791667,0.01890708,0.27819549,0.0081062,0.55072244
8345,330455705060055,Gamboa,PORTUÁRIA,RIO DE JANEIRO,100,93.84615385,100,0.35691318,0,1.84723547,75.67567568,0,1,0.93846154,1,0.16213597,1,0.01707776,0.24324324,0,0.54511481
8346,330455705060056,Gamboa,PORTUÁRIA,RIO DE JANEIRO,99.2248062,100,100,0.26857143,3.7037037,2.16781323,66.10169492,0.84745763,0.99224806,1,1,0.12200471,0.9382716,0.02181494,0.33898305,0.00913665,0.55280738
8347,330455705060057,Saúde,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.37761378,0,1.67491928,85.54216867,0.40160643,1,1,1,0.17153969,1,0.01453144,0.14457831,0.00432982,0.54187241
8348,330455705060058,Saúde,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.36912752,0,2.29992738,73.45679012,1.85185185,1,1,1,0.16768461,1,0.02376719,0.2654321,0.01996528,0.55960615
8349,330455705060059,Saúde,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.42367601,3.84615385,2.72809739,69.23076923,4.3956044,1,1,1,0.19246452,0.93589744,0.03009426,0.30769231,0.04739011,0.56419233
8350,330455705060060,Saúde,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.2997076,0,2.5384492,75.45454545,2.27272727,1,1,1,0.13614903,1,0.02729183,0.24545455,0.02450284,0.55417478
8351,330455705060061,Saúde,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.37815126,0,2.67745098,62.5,0,1,1,1,0.17178386,1,0.02934586,0.375,0,0.57201621
8352,330455705060062,Saúde,PORTUÁRIA,RIO DE JANEIRO,98.5915493,97.18309859,100,0.48557692,0,3.36243873,48.4375,3.125,0.98591549,0.97183099,1,0.22058442,1,0.03946793,0.515625,0.03369141,0.5958894
8353,330455705060063,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.31861199,0,1.382066,90.24390244,0,1,1,1,0.14473678,1,0.01020394,0.09756098,0,0.53156271
8354,330455705060064,Caju,PORTUÁRIA,RIO DE JANEIRO,99.79209979,98.12889813,100,0.23366337,1.09289617,1.57918231,85.10638298,0,0.997921,0.98128898,1,0.10614693,0.98178506,0.01311673,0.14893617,0,0.52864936
8355,330455705060065,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.41001855,2.85714286,1.46509804,89.09090909,0,1,1,1,0.1862603,0.95238095,0.01143091,0.10909091,0,0.53239538
8356,330455705060066,Gamboa,PORTUÁRIA,RIO DE JANEIRO,100,100,90.39735099,0.3336714,0,1.95915714,77.08333333,0.34722222,1,1,0.90397351,0.15157786,1,0.01873162,0.22916667,0.00374349,0.53839914
8357,330455705060067,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,100,98.61111111,100,0.4566474,0,2.88888889,53.03030303,3.03030303,1,0.98611111,1,0.20744252,1,0.03247028,0.46969697,0.03267045,0.59104892
8358,330455705060068,Gamboa,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.46132597,0,1.62978272,82.43243243,0,1,1,1,0.20956787,1,0.01386445,0.17567568,0,0.5498885
8359,330455705060069,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,100,94.92753623,100,0.35664336,0,2.23585016,66.41791045,0,1,0.94927536,1,0.1620134,1,0.02282032,0.3358209,0,0.55874125
8360,330455705060070,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.32208589,2.85714286,1.23698993,91.89189189,0,1,1,1,0.14631488,0.95238095,0.00806015,0.08108108,0,0.52347963
8361,330455705060071,Santo Cristo,PORTUÁRIA,RIO DE JANEIRO,98.4375,98.4375,98.4375,0.33971292,0,1.15298786,95.23809524,0,0.984375,0.984375,0.984375,0.15432236,1,0.00681885,0.04761905,0,0.52023566
8362,330455705060072,Caju,PORTUÁRIA,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
8363,330455705060073,Caju,PORTUÁRIA,RIO DE JANEIRO,100,99.16201117,100,0.37622878,1.04166667,1.52386329,86.06811146,0,1,0.99162011,1,0.17091052,0.98263889,0.01229928,0.13931889,0,0.53709846
8364,330455705060074,Caju,PORTUÁRIA,RIO DE JANEIRO,100,100,100,0.3280303,6.77966102,1.41240855,91.34328358,0.29850746,1,1,1,0.14901527,0.88700565,0.01065231,0.08656716,0.00321828,0.51705733
8365,330455705060075,Caju,PORTUÁRIA,RIO DE JANEIRO,100,99.54954955,100,0.33241379,0,1.30273034,87.6344086,0,1,0.9954955,1,0.15100657,1,0.0090316,0.12365591,0,0.5348987
8366,330455705070001,Centro,CENTRO,RIO DE JANEIRO,98.57142857,100,100,0.41791045,0,1.86296296,73.61111111,0,0.98571429,1,1,0.18984538,1,0.01731016,0.26388889,0,0.55709484
8368,330455705070002,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.1164557,2.94117647,1.45328431,88.33333333,0,1,1,1,0.05290266,0.95098039,0.01125634,0.11666667,0,0.51647576
8369,330455705070003,Centro,CENTRO,RIO DE JANEIRO,99.32432432,100,100,0.24963289,4.87804878,1.67552598,85.76642336,0,0.99324324,1,1,0.11340145,0.91869919,0.0145404,0.14233577,0,0.52277751
8370,330455705070004,Centro,CENTRO,RIO DE JANEIRO,98.27586207,99.13793103,100,0.27777778,6.66666667,2.0870141,76.31578947,1.75438596,0.98275862,0.99137931,1,0.12618691,0.88888889,0.02062097,0.23684211,0.01891447,0.53319891
8371,330455705070005,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.45623342,0,3.77296919,38.0952381,2.97619048,1,1,1,0.20725446,1,0.04553434,0.61904762,0.03208705,0.61299043
8372,330455705070006,Centro,CENTRO,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
8373,330455705070007,Centro,CENTRO,RIO DE JANEIRO,100,100,96.96969697,0.74683544,0,7.18089817,29.03225806,25.80645161,1,1,0.96969697,0.33926708,1,0.09589333,0.70967742,0.27822581,0.67409508
8374,330455705070008,Centro,CENTRO,RIO DE JANEIRO,80,100,100,0.35714286,0,2.56392157,20,0,0.8,1,1,0.16224031,1,0.02766823,0.8,0,0.59873857
8375,330455705070009,Centro,CENTRO,RIO DE JANEIRO,99.34640523,100,100,0.79861111,0,6.96539081,19.17808219,16.43835616,0.99346405,1,1,0.36278736,1,0.09270878,0.80821918,0.17722603,0.67930067
8376,330455705070010,Centro,CENTRO,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
8377,330455705070011,Centro,CENTRO,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
8378,330455705070012,Centro,CENTRO,RIO DE JANEIRO,100,98.61111111,100,0.40127389,0,2.83639083,61.01694915,3.38983051,1,0.98611111,1,0.18228784,1,0.03169451,0.38983051,0.03654661,0.57830882
8379,330455705070013,Centro,CENTRO,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
8380,330455705070014,Centro,CENTRO,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
8381,330455705070015,Centro,CENTRO,RIO DE JANEIRO,83.33333333,100,91.66666667,0.44444444,0,1.71895425,75,0,0.83333333,1,0.91666667,0.20189905,1,0.01518214,0.25,0,0.52713515
8382,330455705070016,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.51304348,0,3.13174802,38.29787234,2.12765957,1,1,1,0.23306173,1,0.03605901,0.61702128,0.02293883,0.61363511
8383,330455705070017,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.40375587,0,2.97944899,43.03797468,1.26582278,1,1,1,0.18341533,1,0.03380848,0.56962025,0.01364715,0.6000614
8384,330455705070018,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.5617284,0,3.85322535,42.02898551,7.24637681,1,1,1,0.25517797,1,0.04672028,0.57971014,0.078125,0.61996667
8385,330455705070019,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.60683761,50,3.98150043,31.88405797,5.07246377,1,1,1,0.27566986,0.16666667,0.04861581,0.68115942,0.0546875,0.52834991
8386,330455705070020,Centro,CENTRO,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
8387,330455705070021,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.53675451,0,3.93405934,40.23323615,4.95626822,1,1,1,0.24383301,1,0.04791477,0.59766764,0.05343477,0.61785627
8388,330455705070022,Centro,CENTRO,RIO DE JANEIRO,95.08196721,100,100,0.41416309,0,3.18486308,39.65517241,2.5862069,0.95081967,1,1,0.18814305,1,0.03684389,0.60344828,0.02788254,0.60089218
8389,330455705070023,Centro,CENTRO,RIO DE JANEIRO,99.47916667,100,100,0.63276836,0,8.21962916,5.97826087,28.80434783,0.99479167,1,1,0.2874495,1,0.11124267,0.94021739,0.31054687,0.70553101
8390,330455705070024,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.47464503,5,4.750215,36.40350877,4.38596491,1,1,1,0.21561836,0.91666667,0.05997511,0.63596491,0.04728618,0.6094389
8391,330455705070025,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.45015106,0,4.21424949,43.96551724,6.89655172,1,1,1,0.20449141,1,0.05205514,0.56034483,0.07435345,0.6114056
8392,330455705070026,Centro,CENTRO,RIO DE JANEIRO,100,99.39393939,100,0.35833333,0,2.52498496,56.44171779,1.8404908,1,0.99393939,1,0.16278111,1,0.02709287,0.43558282,0.01984279,0.57990487
8393,330455705070027,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.47931034,0,3.47737557,42.30769231,2.30769231,1,1,1,0.21773768,1,0.04116635,0.57692308,0.02487981,0.60758836
8394,330455705070028,Centro,CENTRO,RIO DE JANEIRO,93.67588933,93.67588933,93.67588933,0.53816794,10,5.77413518,29.67479675,14.22764228,0.93675889,0.93675889,0.93675889,0.24447509,0.83333333,0.07510558,0.70325203,0.15339177,0.60247931
8395,330455705070029,Centro,CENTRO,RIO DE JANEIRO,100,95.12195122,100,0,0,1.6647619,88.57142857,0,1,0.95121951,1,0,1,0.01438134,0.11428571,0,0.50998582
8396,330455705070030,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.52955665,0,3.94772296,31.1827957,6.4516129,1,1,1,0.24056322,1,0.04811668,0.68817204,0.06955645,0.63080105
8397,330455705070031,Centro,CENTRO,RIO DE JANEIRO,94.90909091,100,100,0.55789474,0,3.86478948,36.82170543,5.42635659,0.94909091,1,1,0.25343644,1,0.04689117,0.63178295,0.05850291,0.61746305
8398,330455705070032,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.56634304,0,4.00627683,29.58579882,5.32544379,1,1,1,0.25727428,1,0.04898193,0.70414201,0.05741494,0.63347664
8399,330455705070033,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.492891,0,4.12177317,28.77697842,5.75539568,1,1,1,0.223907,1,0.05068862,0.71223022,0.06205036,0.63110952
8400,330455705070034,Centro,CENTRO,RIO DE JANEIRO,99.543379,100,76.71232877,0.33486239,5.55555556,2.99229759,53.11004785,3.3492823,0.99543379,1,0.76712329,0.15211889,0.90740741,0.03399835,0.46889952,0.03610945,0.54513634
8401,330455705070035,Centro,CENTRO,RIO DE JANEIRO,99.27536232,100,100,0.40957447,0,2.6564922,63.77952756,3.93700787,0.99275362,1,1,0.18605857,1,0.02903615,0.36220472,0.04244587,0.57656237
8402,330455705070036,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.44540728,0,2.917232,54.37956204,1.45985401,1,1,1,0.20233644,1,0.0328891,0.45620438,0.01573905,0.58839612
8403,330455705070037,Centro,CENTRO,RIO DE JANEIRO,99.64539007,99.64539007,100,0.45166667,3.57142857,3.09740137,42.97188755,0.40160643,0.9964539,0.9964539,1,0.20517991,0.94047619,0.03555147,0.57028112,0.00432982,0.59359079
8404,330455705070038,Centro,CENTRO,RIO DE JANEIRO,99.50248756,100,100,0.61348315,0,4.72157879,31.0880829,8.80829016,0.99502488,1,1,0.27868875,1,0.05955195,0.68911917,0.09496438,0.63966864
8405,330455705070039,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.68576105,5,4.90861756,27.73109244,8.82352941,1,1,1,0.31152263,0.91666667,0.06231582,0.72268908,0.09512868,0.63854036
8406,330455705070040,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.54004854,2.43902439,4.89464371,29.87804878,8.84146341,1,1,1,0.2453294,0.95934959,0.06210933,0.70121951,0.09532203,0.63291623
8407,330455705070041,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.41808874,0,4.49738788,42.56055363,3.11418685,1,1,1,0.18992637,1,0.05623908,0.57439446,0.03357483,0.60676684
8408,330455705070042,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.44856459,0,3.91931254,35.84337349,4.81927711,1,1,1,0.20377072,1,0.04769686,0.64156627,0.05195783,0.61812396
8409,330455705070043,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.4980916,0,3.74950612,35.33834586,4.5112782,1,1,1,0.2262695,1,0.04518762,0.64661654,0.04863722,0.62083886
8410,330455705070044,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.54971857,0,3.83114082,44.09090909,5,1,1,1,0.24972223,1,0.04639394,0.55909091,0.05390625,0.61363917
8411,330455705070045,Centro,CENTRO,RIO DE JANEIRO,99.375,96.25,100,0.53770492,0,3.69864456,28.8590604,3.3557047,0.99375,0.9625,1,0.24426475,1,0.04443604,0.7114094,0.03617869,0.62406736
8412,330455705070046,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.51450677,0,3.53678843,37.90322581,3.62903226,1,1,1,0.23372646,1,0.04204429,0.62096774,0.0391255,0.616983
8413,330455705070047,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.55898876,0,3.7328162,31.86813187,2.1978022,1,1,1,0.25393343,1,0.044941,0.68131868,0.02369505,0.62548602
8414,330455705070048,Centro,CENTRO,RIO DE JANEIRO,100,99.66216216,99.32432432,0.51607445,0,3.30331537,43.89312977,3.4351145,1,0.99662162,0.99324324,0.23443862,1,0.03859426,0.5610687,0.03703483,0.60762516
8415,330455705070049,Centro,CENTRO,RIO DE JANEIRO,100,100,99.11504425,0.56030151,0,3.83005037,30.27522936,2.29357798,1,1,0.99115044,0.25452977,1,0.04637783,0.69724771,0.02472764,0.62675417
8416,330455705070050,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.51089109,0,7.24889782,18.63354037,21.11801242,1,1,1,0.23208396,1,0.09689816,0.8136646,0.22767857,0.67129066
8417,330455705070051,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.52930403,4,5.40560349,40.44444444,3.11111111,1,1,1,0.24044846,0.93333333,0.06965979,0.59555556,0.03354167,0.60906735
8418,330455705070052,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.58668731,2.56410256,4.06161716,33.44481605,4.68227425,1,1,1,0.26651612,0.95726496,0.04979969,0.66555184,0.05048077,0.62370167
8419,330455705070053,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.44200627,0,3.58959276,33.84615385,2.30769231,1,1,1,0.20079145,1,0.04282458,0.66153846,0.02487981,0.61625429
8420,330455705070054,Centro,CENTRO,RIO DE JANEIRO,100,100,100,0.60805861,6.66666667,3.75879404,27.44360902,3.0075188,1,1,1,0.27622453,0.88888889,0.04532487,0.72556391,0.03242481,0.62105338
