ap,ra,bairro,year,ideb
Área de Planejamento 5,XVIII Campo Grande,Campo Grande,2015,4.4005703914959815
Área de Planejamento 5,XVIII Campo Grande,Campo Grande,2017,4.662060730126237
Área de Planejamento 5,XVIII Campo Grande,Campo Grande,2019,5.013956834532374
Área de Planejamento 5,XVIII Campo Grande,Campo Grande,2021,5.068360889977547
Área de Planejamento 5,XVIII Campo Grande,Campo Grande,2023,5.3
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2007,4.174962063732929
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2009,3.4607734806629833
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2011,4.202211690363349
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2013,4.3
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2015,4.273958333333334
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2017,4.510394736842105
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2019,4.727552674230146
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2021,4.6
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2023,5.4
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2007,4.014859437751004
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2009,3.3948919449901767
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2011,4.203636363636363
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2013,4.187472035794183
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2015,4.2297551789077215
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2017,4.633333333333334
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2019,4.523101265822785
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2021,4.2
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2023,5.0
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2007,4.1
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2009,3.5
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2011,3.9
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2013,4.5
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2015,4.3
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2017,4.568844221105528
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2019,4.719565217391304
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2021,4.9
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2023,5.0
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2007,4.13525641025641
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2009,3.4958333333333336
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2011,4.784210526315789
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2013,4.9
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2015,4.8
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2017,4.7
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2019,5.1
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2023,5.1
Área de Planejamento 5,XIX Santa Cruz,Paciência,2007,4.037912673056443
Área de Planejamento 5,XIX Santa Cruz,Paciência,2009,3.509520547945206
Área de Planejamento 5,XIX Santa Cruz,Paciência,2011,4.1180567497850395
Área de Planejamento 5,XIX Santa Cruz,Paciência,2013,3.9937402190923317
Área de Planejamento 5,XIX Santa Cruz,Paciência,2015,4.313565604151224
Área de Planejamento 5,XIX Santa Cruz,Paciência,2017,4.573939393939394
Área de Planejamento 5,XIX Santa Cruz,Paciência,2019,4.6796384395813515
Área de Planejamento 5,XIX Santa Cruz,Paciência,2021,5.126662189388852
Área de Planejamento 5,XIX Santa Cruz,Paciência,2023,5.2
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2007,3.8984721537703306
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2009,3.340671908506075
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2011,4.19867941712204
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2013,4.0980062029242355
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2015,4.189201124046567
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2017,4.279027832222659
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2019,4.701347103726988
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2021,4.573042704626334
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2023,5.0
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2007,3.3
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2009,2.8
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2011,3.7
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2013,3.5
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2015,3.5
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2017,4.5
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2019,4.1
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2023,5.1
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2007,4.0823108384458076
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2009,3.39122085048011
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2011,4.4475972540045765
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2013,4.446736842105263
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2015,4.404778887303852
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2017,4.64274322169059
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2019,4.928130217028381
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2021,5.032385730211818
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2023,5.3
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2007,4.0
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2009,3.2643617021276596
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2011,4.253314917127072
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2013,3.953488372093023
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2015,4.144479495268139
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2017,4.3421875
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2019,4.7
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2021,4.7
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2023,5.1
