hex_id,ideb_bairro,nome,codbairro,codra,rp,cod_rp,area_plane
88a8a06287fffff,Taquara,Taquara,122,16,Jacarepaguá,4.1,4
88a8a028d7fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02f4bfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a062dbfffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a0740bfffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a038b5fffff,Pedra de Guaratiba,Pedra de Guaratiba,153,26,Guaratiba,5.4,5
88a8a074b3fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a07507fffff,Barra Olímpica,Barra Olímpica,165,16,Jacarepaguá,4.1,4
88a8a0282dfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a0395dfffff,Barra de Guaratiba,Barra de Guaratiba,152,26,Guaratiba,5.4,5
88a8a0755bfffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a02881fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a039b1fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a075b1fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a028d5fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a02929fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06527fffff,Pavuna,Pavuna,114,25,Pavuna,3.6,3
88a8a039b3fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a076abfffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a06e3dfffff,Vigário Geral,Vigário Geral,048,31,Penha,3.5,3
88a8a029d1fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a02883fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a02a25fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06623fffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a021b7fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02acdfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a066cbfffff,Santíssimo,Santíssimo,143,18,Campo Grande,5.2,5
88a8a02b21fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a078a3fffff,Botafogo,Botafogo,020,4,Zona Sul,2.1,2
88a8a06001fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a06055fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a060a9fffff,Engenheiro Leal,Engenheiro Leal,081,15,Madureira,3.3,3
88a8a06151fffff,Grajaú,Grajaú,038,9,Tijuca,2.2,2
88a8a0755dfffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a061a5fffff,Ramos,Ramos,041,10,Ramos,3.1,3
88a8a02e69fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a0624dfffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a0642dfffff,Parque Anchieta,Parque Anchieta,108,22,Pavuna,3.6,3
88a8a062a1fffff,Pechincha,Pechincha,121,16,Jacarepaguá,4.1,4
88a8a02f65fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a03827fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a07425fffff,Camorim,Camorim,129,24,Barra da Tijuca,4.2,4
88a8a06349fffff,São Conrado,São Conrado,031,6,Zona Sul,2.1,2
88a8a074cdfffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a03923fffff,Grumari,Grumari,133,24,Barra da Tijuca,4.2,4
88a8a07521fffff,Barra Olímpica,Barra Olímpica,165,16,Jacarepaguá,4.1,4
88a8a02847fffff,Inhoaíba,Inhoaíba,146,18,Campo Grande,5.2,5
88a8a06445fffff,Realengo,Realengo,139,33,Bangu,5.1,5
88a8a039cbfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a075c9fffff,Camorim,Camorim,129,24,Barra da Tijuca,4.2,4
88a8a02943fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06541fffff,Deodoro,Deodoro,134,33,Bangu,5.1,5
88a8a06e03fffff,Irajá,Irajá,076,14,Madureira,3.3,3
88a8a07509fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a076c5fffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a02129fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06e57fffff,Acari,Acari,111,25,Pavuna,3.6,3
88a8a0390bfffff,Barra de Guaratiba,Barra de Guaratiba,152,26,Guaratiba,5.4,5
88a8a029ebfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a0663dfffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a02a93fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a06691fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06f53fffff,Cordovil,Cordovil,046,31,Penha,3.5,3
88a8a02ae7fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a066e5fffff,Vila Kennedy,Vila Kennedy,162,17,Bangu,5.1,5
88a8a02b3bfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06739fffff,Magalhães Bastos,Magalhães Bastos,138,33,Bangu,5.1,5
88a8a078bdfffff,Laranjeiras,Laranjeiras,017,4,Zona Sul,2.1,2
88a8a0601bfffff,Freguesia (Jacarepaguá),Freguesia (Jacarepaguá),120,16,Jacarepaguá,4.1,4
88a8a060c3fffff,Praça Seca,Praça Seca,124,16,Jacarepaguá,4.1,4
88a8a07ab5fffff,Ipanema,Ipanema,025,6,Zona Sul,2.1,2
88a8a06117fffff,Jacaré,Jacaré,051,13,Méier,3.2,3
88a8a0616bfffff,Tijuca,Tijuca,033,8,Tijuca,2.2,2
88a8a074b5fffff,Senador Camará,Senador Camará,142,17,Bangu,5.1,5
88a8a06213fffff,Gardênia Azul,Gardênia Azul,117,16,Jacarepaguá,4.1,4
88a8a06267fffff,Itanhangá,Itanhangá,127,24,Barra da Tijuca,4.2,4
88a8a02f2bfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a038b7fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a062bbfffff,Tanque,Tanque,123,16,Jacarepaguá,4.1,4
88a8a06363fffff,Alto da Boa Vista,Alto da Boa Vista,034,8,Tijuca,2.2,2
88a8a07493fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a038e9fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a074e7fffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a0280dfffff,Inhoaíba,Inhoaíba,146,18,Campo Grande,5.2,5
88a8a0393dfffff,Grumari,Grumari,133,24,Barra da Tijuca,4.2,4
88a8a0753bfffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a02861fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a03991fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a039e5fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a075e3fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a02909fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06507fffff,Anchieta,Anchieta,107,22,Pavuna,3.6,3
88a8a07637fffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a07461fffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a0295dfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a0655bfffff,Vila Militar,Vila Militar,135,33,Bangu,5.1,5
88a8a0768bfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06331fffff,Tijuca,Tijuca,033,8,Tijuca,2.2,2
88a8a06e1dfffff,Acari,Acari,111,25,Pavuna,3.6,3
88a8a029b1fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a02a05fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06603fffff,Senador Camará,Senador Camará,142,17,Bangu,5.1,5
88a8a3934dfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a02197fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a07733fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a02a59fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06657fffff,Senador Camará,Senador Camará,142,17,Bangu,5.1,5
88a8a021ebfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a06f19fffff,Cordovil,Cordovil,046,31,Penha,3.5,3
88a8a02aadfffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a066abfffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a02b01fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a02b55fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a0740dfffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a06753fffff,Realengo,Realengo,139,33,Bangu,5.1,5
88a8a07883fffff,Humaitá,Humaitá,021,4,Zona Sul,2.1,2
88a8a078d7fffff,Alto da Boa Vista,Alto da Boa Vista,034,8,Tijuca,2.2,2
88a8a062ddfffff,Curicica,Curicica,119,16,Jacarepaguá,4.1,4
88a8a079d3fffff,Urca,Urca,022,4,Zona Sul,2.1,2
88a8a06035fffff,Engenho de Dentro,Engenho de Dentro,066,13,Méier,3.2,3
88a8a06089fffff,Campinho,Campinho,078,15,Madureira,3.3,3
88a8a071b9fffff,Joá,Joá,126,24,Barra da Tijuca,4.2,4
88a8a060ddfffff,Vila Valqueire,Vila Valqueire,125,16,Jacarepaguá,4.1,4
88a8a06131fffff,Benfica,Benfica,012,7,Centro,1.1,1
88a8a06185fffff,Complexo do Alemão,Complexo do Alemão,156,29,Inhaúma,3.4,3
88a8a02e49fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a061d9fffff,Piedade,Piedade,069,13,Méier,3.2,3
88a8a06a9bfffff,Maré,Maré,157,30,Ramos,3.1,3
88a8a0622dfffff,Alto da Boa Vista,Alto da Boa Vista,034,8,Tijuca,2.2,2
88a8a02f4dfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a06281fffff,Taquara,Taquara,122,16,Jacarepaguá,4.1,4
88a8a02f45fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a062d5fffff,Curicica,Curicica,119,16,Jacarepaguá,4.1,4
88a8a07405fffff,Vargem Pequena,Vargem Pequena,130,24,Barra da Tijuca,4.2,4
88a8a06329fffff,Alto da Boa Vista,Alto da Boa Vista,034,8,Tijuca,2.2,2
88a8a07459fffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a074adfffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a06289fffff,Taquara,Taquara,122,16,Jacarepaguá,4.1,4
88a8a03903fffff,Barra de Guaratiba,Barra de Guaratiba,152,26,Guaratiba,5.4,5
88a8a07501fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a02827fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a03957fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a07555fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a039abfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a075a9fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a064cdfffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a02923fffff,Senador Vasconcelos,Senador Vasconcelos,145,18,Campo Grande,5.2,5
88a8a06521fffff,Costa Barros,Costa Barros,113,25,Pavuna,3.6,3
88a8a020b5fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a076a5fffff,Vargem Pequena,Vargem Pequena,130,24,Barra da Tijuca,4.2,4
88a8a02109fffff,Sepetiba,Sepetiba,150,19,Santa Cruz,5.3,5
88a8a029cbfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a0661dfffff,Senador Camará,Senador Camará,142,17,Bangu,5.1,5
88a8a021b1fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02ac7fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a066c5fffff,Senador Camará,Senador Camará,142,17,Bangu,5.1,5
88a8a02b1bfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06235fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a06719fffff,Realengo,Realengo,139,33,Bangu,5.1,5
88a8a0676dfffff,Jardim Sulacap,Jardim Sulacap,137,33,Bangu,5.1,5
88a8a0789dfffff,Santa Teresa,Santa Teresa,014,23,Centro,1.1,1
88a8a07999fffff,Urca,Urca,022,4,Zona Sul,2.1,2
88a8a060a3fffff,Vaz Lobo,Vaz Lobo,084,15,Madureira,3.3,3
88a8a0614bfffff,Tijuca,Tijuca,033,8,Tijuca,2.2,2
88a8a06a0dfffff,Centro,Centro,005,2,Centro,1.1,1
88a8a02e63fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a06247fffff,Itanhangá,Itanhangá,127,24,Barra da Tijuca,4.2,4
88a8a02f0bfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a0629bfffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a06343fffff,Alto da Boa Vista,Alto da Boa Vista,034,8,Tijuca,2.2,2
88a8a038c9fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a074c7fffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a0391dfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a0751bfffff,Camorim,Camorim,129,24,Barra da Tijuca,4.2,4
88a8a02841fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a039c5fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a075c3fffff,Camorim,Camorim,129,24,Barra da Tijuca,4.2,4
88a8a061e1fffff,Higienópolis,Higienópolis,050,12,Inhaúma,3.4,3
88a8a028e9fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a07617fffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a0293dfffff,Senador Vasconcelos,Senador Vasconcelos,145,18,Campo Grande,5.2,5
88a8a02123fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a06e51fffff,Coelho Neto,Coelho Neto,110,25,Pavuna,3.6,3
88a8a029e5fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a07713fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a02a39fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06637fffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a02a8dfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a0668bfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06f4dfffff,Ramos,Ramos,041,10,Ramos,3.1,3
88a8a02ae1fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02b35fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06733fffff,Realengo,Realengo,139,33,Bangu,5.1,5
88a8a078b7fffff,Santa Teresa,Santa Teresa,014,23,Centro,1.1,1
88a8a06015fffff,Água Santa,Água Santa,067,13,Méier,3.2,3
88a8a06069fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a07199fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a0618dfffff,Inhaúma,Inhaúma,054,12,Inhaúma,3.4,3
88a8a060bdfffff,Turiaçu,Turiaçú,085,15,Madureira,3.3,3
88a8a06111fffff,Sampaio,Sampaio,060,13,Méier,3.2,3
88a8a06165fffff,Estácio,Estácio,009,3,Centro,1.1,1
88a8a061b9fffff,Olaria,Olaria,042,10,Ramos,3.1,3
88a8a0620dfffff,Itanhangá,Itanhangá,127,24,Barra da Tijuca,4.2,4
88a8a06261fffff,Itanhangá,Itanhangá,127,24,Barra da Tijuca,4.2,4
88a8a02f25fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a062b5fffff,Praça Seca,Praça Seca,124,16,Jacarepaguá,4.1,4
88a8a06309fffff,Alto da Boa Vista,Alto da Boa Vista,034,8,Tijuca,2.2,2
88a8a0383bfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a07439fffff,Vargem Pequena,Vargem Pequena,130,24,Barra da Tijuca,4.2,4
88a8a0635dfffff,São Conrado,São Conrado,031,6,Zona Sul,2.1,2
88a8a0748dfffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a074e1fffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a02807fffff,Inhoaíba,Inhoaíba,146,18,Campo Grande,5.2,5
88a8a03937fffff,Barra de Guaratiba,Barra de Guaratiba,152,26,Guaratiba,5.4,5
88a8a07535fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a0285bfffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a06459fffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a06139fffff,Benfica,Benfica,012,7,Centro,1.1,1
88a8a0398bfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a07589fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a075ddfffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a02903fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06501fffff,Ricardo de Albuquerque,Ricardo de Albuquerque,109,22,Pavuna,3.6,3
88a8a07631fffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a02957fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06555fffff,Ricardo de Albuquerque,Ricardo de Albuquerque,109,22,Pavuna,3.6,3
88a8a07685fffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a06e17fffff,Pavuna,Pavuna,114,25,Pavuna,3.6,3
88a8a029abfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a076d9fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a0213dfffff,Sepetiba,Sepetiba,150,19,Santa Cruz,5.3,5
88a8a06e6bfffff,Vista Alegre,Vista Alegre,075,14,Madureira,3.3,3
88a8a02191fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02a53fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06651fffff,Senador Camará,Senador Camará,142,17,Bangu,5.1,5
88a8a021e5fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02aa7fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a060e5fffff,Quintino Bocaiúva,Quintino Bocaiúva,079,15,Madureira,3.3,3
88a8a066a5fffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a0674dfffff,Taquara,Taquara,122,16,Jacarepaguá,4.1,4
88a8a078d1fffff,Lagoa,Lagoa,027,6,Zona Sul,2.1,2
88a8a070b7fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a06083fffff,Oswaldo Cruz,Osvaldo Cruz,088,15,Madureira,3.3,3
88a8a071b3fffff,Itanhangá,Itanhangá,127,24,Barra da Tijuca,4.2,4
88a8a060d7fffff,Vila Valqueire,Vila Valqueire,125,16,Jacarepaguá,4.1,4
88a8a0612bfffff,Imperial de São Cristóvão,Imperial de São Cristóvão,010,7,Centro,1.1,1
88a8a06a41fffff,Glória,Glória,016,4,Zona Sul,2.1,2
88a8a061d3fffff,Tomás Coelho,Tomás Coelho,056,12,Inhaúma,3.4,3
88a8a06227fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a06323fffff,Alto da Boa Vista,Alto da Boa Vista,034,8,Tijuca,2.2,2
88a8a07453fffff,Vargem Pequena,Vargem Pequena,130,24,Barra da Tijuca,4.2,4
88a8a074a7fffff,Senador Camará,Senador Camará,142,17,Bangu,5.1,5
88a8a02821fffff,Inhoaíba,Inhoaíba,146,18,Campo Grande,5.2,5
88a8a03951fffff,Barra de Guaratiba,Barra de Guaratiba,152,26,Guaratiba,5.4,5
88a8a039a5fffff,Ilha de Guaratiba,Ilha de Guaratiba,164,26,Guaratiba,5.4,5
88a8a075a3fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a028c9fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a06091fffff,Marechal Hermes,Marechal Hermes,090,15,Madureira,3.3,3
88a8a0291dfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a02103fffff,Sepetiba,Sepetiba,150,19,Santa Cruz,5.3,5
88a8a029c5fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a02a19fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06617fffff,Senador Camará,Senador Camará,142,17,Bangu,5.1,5
88a8a021abfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02a6dfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a0666bfffff,Realengo,Realengo,139,33,Bangu,5.1,5
88a8a02ac1fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02b15fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06713fffff,Realengo,Realengo,139,33,Bangu,5.1,5
88a8a02b69fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06767fffff,Jardim Sulacap,Jardim Sulacap,137,33,Bangu,5.1,5
88a8a07897fffff,Rio Comprido,Rio Comprido,007,3,Centro,1.1,1
88a8a078ebfffff,Copacabana,Copacabana,024,5,Zona Sul,2.1,2
88a8a06049fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a0609dfffff,Bento Ribeiro,Bento Ribeiro,089,15,Madureira,3.3,3
88a8a06145fffff,Tijuca,Tijuca,033,8,Tijuca,2.2,2
88a8a06a07fffff,Centro,Centro,005,2,Centro,1.1,1
88a8a0603dfffff,Engenho de Dentro,Engenho de Dentro,066,13,Méier,3.2,3
88a8a06199fffff,Tomás Coelho,Tomás Coelho,056,12,Inhaúma,3.4,3
88a8a02e5dfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a06a5bfffff,Estácio,Estácio,009,3,Centro,1.1,1
88a8a079dbfffff,Urca,Urca,022,4,Zona Sul,2.1,2
88a8a061edfffff,Jacarezinho,Jacarezinho,155,28,Méier,3.2,3
88a8a06241fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a02f05fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a06295fffff,Taquara,Taquara,122,16,Jacarepaguá,4.1,4
88a8a02f59fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a062e9fffff,Freguesia (Jacarepaguá),Freguesia (Jacarepaguá),120,16,Jacarepaguá,4.1,4
88a8a07419fffff,Vargem Pequena,Vargem Pequena,130,24,Barra da Tijuca,4.2,4
88a8a0633dfffff,Alto da Boa Vista,Alto da Boa Vista,034,8,Tijuca,2.2,2
88a8a0746dfffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a074c1fffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a03917fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a07515fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a0283bfffff,Cosmos,Cosmos,147,18,Campo Grande,5.2,5
88a8a07569fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a075bdfffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a028e3fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a07611fffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a02937fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a0298bfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a076b9fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a0211dfffff,Sepetiba,Sepetiba,150,19,Santa Cruz,5.3,5
88a8a06e4bfffff,Colégio,Colégio,077,14,Madureira,3.3,3
88a8a02a33fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a06631fffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a021c5fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02a87fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a06685fffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a02adbfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a066d9fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a0672dfffff,Campo dos Afonsos,Campo dos Afonsos,136,33,Bangu,5.1,5
88a8a078b1fffff,Laranjeiras,Laranjeiras,017,4,Zona Sul,2.1,2
88a8a07097fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a06063fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a07193fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a060b7fffff,Colégio,Colégio,077,14,Madureira,3.3,3
88a8a0610bfffff,Vila Isabel,Vila Isabel,036,9,Tijuca,2.2,2
88a8a061b3fffff,Penha Circular,Penha Circular,044,11,Penha,3.5,3
88a8a06207fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a06ac9fffff,Caju,Caju,004,1,Centro,1.1,1
