id,sheet_idx,sheet_name,n_rows,n_cols,n_unique_first_col,years_min,years_max,header_preview
799e46b989a7464a956106c1c405343e,2,2007-2016,69,4,23,2006,2016,DATA.RIO
799e46b989a7464a956106c1c405343e,3,2017-2022,48,4,18,2017,2022,DATA.RIO
799e46b989a7464a956106c1c405343e,4,ESRI_MAPINFO_SHEET,0,0,0,,,
7ab7b5429f2a459f8a8ac66ed84edfd9,0,2008,28,9,16,2008,2008,Armazém de Dados
7ab7b5429f2a459f8a8ac66ed84edfd9,1,2009,28,9,16,2009,2009,Armazém de Dados
7d791c58eadf4366a3f9afcc799cd08e,0,T 2050,26,46,17,2001,2017,Armazém de Dados
7d87a98eedf04db9b605cb0d29e1a0ba,0,T 929_1,74,5,20,1999,2009,DATA.RIO
7d87a98eedf04db9b605cb0d29e1a0ba,1,T 929_2,79,5,20,2010,2020,DATA.RIO
7d87a98eedf04db9b605cb0d29e1a0ba,2,ESRI_MAPINFO_SHEET,0,0,0,,,
804f635cc79545168d72396c4cff4eaf,0,T 3135,264,29,145,2010,2010,Armazém de Dados
8070feee270545a2b3d9e08ed2b937cd,0,Brasil,55,11,14,2022,2022,DATA.RIO
8070feee270545a2b3d9e08ed2b937cd,1,2000-2005,56,10,20,2000,2006,DATA.RIO
8070feee270545a2b3d9e08ed2b937cd,2,2007-2016,80,10,24,2006,2016,DATA.RIO
8070feee270545a2b3d9e08ed2b937cd,3,2017-2022,56,10,20,2006,2022,DATA.RIO
8070feee270545a2b3d9e08ed2b937cd,4,ESRI_MAPINFO_SHEET,0,0,0,,,
82d0a1bdf0c844579f6ee6c8350b55d6,0,T 1758,54,3,14,2001,2007,Armazém de Dados
82fd127fb3024d2484ef4faa6bd03836,0,AreaPais,89,11,80,2001,2005,Armazém de Dados
82fd127fb3024d2484ef4faa6bd03836,1,AreaExt,76,11,67,2001,2005,Armazém de Dados
82fd127fb3024d2484ef4faa6bd03836,2,AreaFomento,88,11,79,2001,2005,Armazém de Dados
8459a7e185a94deab97e1cee75a7ef19,0,T 920,60,7,16,1999,2006,Armazém de Dados
8588a63013b54f32934bc3c8456b3f33,0,T 1735_1,72,7,18,2000,2009,DATA.RIO
8588a63013b54f32934bc3c8456b3f33,1,T 1735_2,78,7,19,2010,2020,DATA.RIO
8588a63013b54f32934bc3c8456b3f33,2,ESRI_MAPINFO_SHEET,0,0,0,,,
899f75abce2a4f2b9c642d9c365944d7,0,T 919_1,80,5,21,1999,2009,DATA.RIO
899f75abce2a4f2b9c642d9c365944d7,1,T 919_2,80,5,21,2010,2020,DATA.RIO
899f75abce2a4f2b9c642d9c365944d7,2,ESRI_MAPINFO_SHEET,0,0,0,,,
8a21da2be6a3415bb5354a3352777561,0,364,49,2,3,1996,2010,Armazém de Dados
8aca832b67094eaea59f77056c95eca9,0,T 2314,21,4,12,1999,2008,Armazém de Dados
8c139f62fd464c65a38e9d201d509327,0,1999,22,4,13,1999,1999,Armazém de Dados
8c139f62fd464c65a38e9d201d509327,1,2000,22,4,13,2000,2000,Armazém de Dados
8c139f62fd464c65a38e9d201d509327,2,2001,21,4,13,2001,2001,Armazém de Dados
8c139f62fd464c65a38e9d201d509327,3,2002,21,4,13,2002,2002,Armazém de Dados
8c139f62fd464c65a38e9d201d509327,4,2003,21,4,13,2003,2003,Armazém de Dados
8c139f62fd464c65a38e9d201d509327,5,2004,21,4,13,2004,2004,Armazém de Dados
8c139f62fd464c65a38e9d201d509327,6,2005,21,4,13,2005,2005,Armazém de Dados
8c139f62fd464c65a38e9d201d509327,7,2006,21,4,13,2006,2006,Armazém de Dados
8c139f62fd464c65a38e9d201d509327,8,2007,22,4,14,2007,2007,Armazém de Dados
8c139f62fd464c65a38e9d201d509327,9,2008,22,4,14,2008,2008,Armazém de Dados
8c139f62fd464c65a38e9d201d509327,10,2009,22,4,14,2009,2009,Armazém de Dados
8c139f62fd464c65a38e9d201d509327,11,2010,22,4,14,2010,2010,Armazém de Dados
8c139f62fd464c65a38e9d201d509327,12,2011,22,4,14,2011,2011,Armazém de Dados
8c139f62fd464c65a38e9d201d509327,13,2012,22,4,14,2012,2012,Armazém de Dados
8c139f62fd464c65a38e9d201d509327,14,2013,22,4,14,2013,2013,Armazém de Dados
8c9a0c967a8f41e0abad6f31e4912ff8,0,Creches Conveniadas2004,29,7,18,2004,2004,Armazém de Dados
8c9a0c967a8f41e0abad6f31e4912ff8,1,Creches conveniadas2005,27,7,17,2005,2005,Armazém de Dados
8c9a0c967a8f41e0abad6f31e4912ff8,2,Creches conveniadas 2006,21,11,13,2006,2006,Armazém de Dados
8c9a0c967a8f41e0abad6f31e4912ff8,3,Creches Conveniadas 2007,22,9,14,2006,2007,Armazém de Dados
8e1d5972ae214f1ea97d374adc2b55a0,0,T 2035_1,210,5,18,2000,2010,DATA.RIO
8e1d5972ae214f1ea97d374adc2b55a0,1,T 2035_2,192,5,17,2011,2020,DATA.RIO
8e1d5972ae214f1ea97d374adc2b55a0,2,ESRI_MAPINFO_SHEET,0,0,0,,,
8e720d57e9544794ba66aba6afac5980,0,2000,46,16,36,2000,2000,Armazém de Dados
8e720d57e9544794ba66aba6afac5980,1,2010,46,15,36,2010,2010,Armazém de Dados
8f61d624e21d4cdd886d48f2d587f46e,0,2007,47,13,39,2007,2007,Armazém de Dados
8f61d624e21d4cdd886d48f2d587f46e,1,2008,49,13,41,2008,2008,Armazém de Dados
918dd39478594792a9cfa7080b84c0b5,0,Metodologia,96,39,0,2010,2020,ÍNDICE DE PROGRESSO SOCIAL  DA CIDADE DO RIO DE JANEIRO
918dd39478594792a9cfa7080b84c0b5,1,Dimensões e Componentes 2016,45,18,35,2016,2016,DATA.RIO
918dd39478594792a9cfa7080b84c0b5,2,Indicadores - 2016,43,39,35,2016,2016,DATA.RIO
918dd39478594792a9cfa7080b84c0b5,3,Dimensões e Componentes 2018,344,22,35,2018,2018,DATA.RIO
918dd39478594792a9cfa7080b84c0b5,4,Indicadores - 2018,43,256,14,2018,2018,DATA.RIO
918dd39478594792a9cfa7080b84c0b5,5,Dimensões e Componentes 2020,344,22,35,2020,2020,DATA.RIO
918dd39478594792a9cfa7080b84c0b5,6,Indicadores - 2020,43,256,14,2020,2020,DATA.RIO
918dd39478594792a9cfa7080b84c0b5,7,Dimensões e Componentes 2022,344,22,35,2022,2022,DATA.RIO
918dd39478594792a9cfa7080b84c0b5,8,Indicadores - 2022,42,37,35,2022,2022,DATA.RIO
918dd39478594792a9cfa7080b84c0b5,9,Dimensões e Componentes 2024,44,22,35,2024,2024,DATA.RIO
918dd39478594792a9cfa7080b84c0b5,10,Indicadores - 2024,38,37,33,2024,2024,DATA.RIO
918dd39478594792a9cfa7080b84c0b5,11,Plan1,68,54,32,,,mort0a5 | baixopeso | mort_mat | ira | agua | esgoto | banhe | popfavela | energia | adensa | homicid
918dd39478594792a9cfa7080b84c0b5,12,ESRI_MAPINFO_SHEET,1,1,0,,,
94299a4a6d4548ddb2d6892664bb5fd4,0,T 949,38,8,12,1999,2005,Armazém de Dados
9acd1e13c0fd49a58f5e399d5d8a93fe,0,T 2240,93,3,15,1999,2010,Armazém de Dados
9fd1a8cc207a48c5bda7131e4e74b1ca,0,definições,194,1,2,2009,2009,
9fd1a8cc207a48c5bda7131e4e74b1ca,1,ANOS_INICIAIS,269,37,112,2007,2021,DATA.RIO
9fd1a8cc207a48c5bda7131e4e74b1ca,2,ANOS_FINAIS,269,37,112,2007,2021,DATA.RIO
9fd1a8cc207a48c5bda7131e4e74b1ca,3,metas IDEB,373,1,2,2009,2009,
9fd1a8cc207a48c5bda7131e4e74b1ca,4,SAEB e Prova Brasil questões,177,1,51,2005,2010,Perguntas frequentes
9fd1a8cc207a48c5bda7131e4e74b1ca,5,ESRI_MAPINFO_SHEET,0,0,0,,,
a753079319134508b57909d9fcb3bbd7,0,T 2242,48,8,14,2000,2007,Armazém de Dados
a7f951e9c2aa47018b44f5c78da5d0e5,0,T 3152,262,10,218,2010,2010,Armazém de Dados
a810f5ac9243472f80d38ee4c9d8845d,0,T 2064,47,4,14,2000,2007,Armazém de Dados
a89a892cf5eb45a285c5a0e660e8127a,0,T 927_1,68,5,19,1999,2009,DATA.RIO
a89a892cf5eb45a285c5a0e660e8127a,1,T 927_2,68,5,19,2010,2020,DATA.RIO
a89a892cf5eb45a285c5a0e660e8127a,2,ESRI_MAPINFO_SHEET,0,0,0,,,
aa31f6714a914febbe21bbd41dc1b8de,0,1992-2008,27,4,19,1992,2008,Armazém de Dados
aae450fc4f8841ceab4e6837c563e997,0,1999-2003,49,14,15,1999,2003,DATA.RIO
aae450fc4f8841ceab4e6837c563e997,1,2004-2006,34,15,12,2004,2006,DATA.RIO
aae450fc4f8841ceab4e6837c563e997,2,2007,19,21,9,2007,2007,DATA.RIO
aae450fc4f8841ceab4e6837c563e997,3,2008,20,19,10,2008,2008,DATA.RIO
aae450fc4f8841ceab4e6837c563e997,4,2009,20,19,10,2009,2009,DATA.RIO
aae450fc4f8841ceab4e6837c563e997,5,2010,20,19,10,2010,2010,DATA.RIO
aae450fc4f8841ceab4e6837c563e997,6,2011,20,19,10,2011,2011,DATA.RIO
aae450fc4f8841ceab4e6837c563e997,7,2012,20,19,10,2012,2012,DATA.RIO
aae450fc4f8841ceab4e6837c563e997,8,2013,20,19,10,2013,2013,DATA.RIO
aae450fc4f8841ceab4e6837c563e997,9,2014,20,19,10,2014,2014,DATA.RIO
aae450fc4f8841ceab4e6837c563e997,10,2015,18,25,8,2015,2015,DATA.RIO
aae450fc4f8841ceab4e6837c563e997,11, 2016 ,18,25,8,2016,2016,DATA.RIO
aae450fc4f8841ceab4e6837c563e997,12,2017,18,25,8,2017,2017,DATA.RIO
aae450fc4f8841ceab4e6837c563e997,13,2018,18,25,8,2018,2018,DATA.RIO
aae450fc4f8841ceab4e6837c563e997,14,2019,18,25,8,2019,2019,DATA.RIO
aae450fc4f8841ceab4e6837c563e997,15,2020,18,25,8,2020,2020,DATA.RIO
aae450fc4f8841ceab4e6837c563e997,16,ESRI_MAPINFO_SHEET,0,0,0,,,
ae64616d363e48c897818b640e2a22cd,0,2010,250,8,203,2010,2010,Armazém de Dados
ae64616d363e48c897818b640e2a22cd,1,2011,250,8,203,2011,2011,Armazém de Dados
ae64616d363e48c897818b640e2a22cd,2,2012,250,10,203,2012,2012,Armazém de Dados
ae64616d363e48c897818b640e2a22cd,3,2013,280,8,218,2013,2013,Armazém de Dados
ae84ed477210481ebdf7be570fb2e701,0,2000-2004,48,8,13,2000,2007,DATA.RIO
ae84ed477210481ebdf7be570fb2e701,1,2005-2007,37,7,11,2005,2013,DATA.RIO
ae84ed477210481ebdf7be570fb2e701,2,2008-2009,29,6,10,2008,2013,DATA.RIO
ae84ed477210481ebdf7be570fb2e701,3,2010-2012,34,6,10,2010,2013,DATA.RIO
ae84ed477210481ebdf7be570fb2e701,4,2013-2016,41,6,11,2013,2018,DATA.RIO
ae84ed477210481ebdf7be570fb2e701,5,2017-2020,41,6,11,2017,2022,DATA.RIO
ae84ed477210481ebdf7be570fb2e701,6,2021 - 2022,26,6,9,2021,2022,DATA.RIO
ae84ed477210481ebdf7be570fb2e701,7,ESRI_MAPINFO_SHEET,0,0,0,,,
b0efdf51cf5644c985eb9b3b78c59f13,0,T 2065,44,7,11,2000,2007,Armazém de Dados
b7b66567492942adb5b49085a93cffb8,0,Definições,17,2,9,2003,2003,Armazém de Dados
b7b66567492942adb5b49085a93cffb8,1,RA_1991,48,11,37,1991,2003,Armazém de Dados
b7b66567492942adb5b49085a93cffb8,2,RA_2000,45,11,34,2000,2003,Armazém de Dados
b7b66567492942adb5b49085a93cffb8,3,RA_2010 ,45,10,35,2010,2010,Armazém de Dados
b7b66567492942adb5b49085a93cffb8,4,Bairros_1991,140,10,131,1991,2003,Armazém de Dados
b7b66567492942adb5b49085a93cffb8,5,Bairros_2000,138,10,128,2000,2003,Armazém de Dados
b7b66567492942adb5b49085a93cffb8,6,Bairros_2010,122,9,113,2010,2010,Armazém de Dados
b854cc4ce2c541e0bef62fc22d1f6fbc,0,2006,232,6,8,2006,2006,Armazém de Dados
b854cc4ce2c541e0bef62fc22d1f6fbc,1,2007,239,6,10,2007,2007,Armazém de Dados
b854cc4ce2c541e0bef62fc22d1f6fbc,2,2008,239,6,10,2008,2008,Armazém de Dados
b854cc4ce2c541e0bef62fc22d1f6fbc,3,2009,238,6,9,2009,2009,Armazém de Dados
b9920b764487446d9e5c8b9cadf60f67,0,T 1734,47,6,13,2000,2006,Armazém de Dados do IPP
ba09a6e1f80b4fdfb06e510b9974dfc7,0,T 2062,73,7,13,2000,2007,Armazém de Dados
ba728e0990664445a3e83201c58cf4e2,0,1999-2001,29,13,11,1999,2002,Armazém de Dados
ba728e0990664445a3e83201c58cf4e2,1,2002-2003,22,12,8,1999,2003,Armazem de Dados
ba728e0990664445a3e83201c58cf4e2,2,2004,16,19,7,2004,2005,Armazém de Dados
ba728e0990664445a3e83201c58cf4e2,3,2005,17,19,7,2005,2005,Armazém de Dados
ba728e0990664445a3e83201c58cf4e2,4,2006,19,15,8,2005,2007,Armazém de Dados
bba0d7d3c31c4cfd8a6940cc283d52cc,0,2010,245,22,184,2010,2010,Armazém de Dados
bba0d7d3c31c4cfd8a6940cc283d52cc,1,2011,252,23,176,2011,2011,Armazém de Dados
bba0d7d3c31c4cfd8a6940cc283d52cc,2,2012,252,28,144,2012,2012,Armazém de Dados
bba0d7d3c31c4cfd8a6940cc283d52cc,3,2013,280,25,154,2013,2013,Armazém de Dados
bbf87f279e0146beb31fd6f432ac4948,0,T 896,44,17,35,2000,2000,Armazém de Dados
bc918000aa20447d8495d911f6c1adaf,0,T 2206,25,10,15,2007,2007,Armazém de Dados
bd0a18dd77974992a6110243bced6aaa,0,T 1822,66,8,21,2000,2007,Armazém de Dados
bf2ca35430024d9e80daa8e1d28cc443,0,T 2178_1,37,5,11,2000,2007,DATA.RIO
bf2ca35430024d9e80daa8e1d28cc443,1,T 2178_2,37,5,11,2007,2013,DATA.RIO
bf2ca35430024d9e80daa8e1d28cc443,2,T 2178_3,37,5,11,2014,2020,DATA.RIO
bf2ca35430024d9e80daa8e1d28cc443,3,T 2178_4,17,5,6,2021,2022,DATA.RIO
bf2ca35430024d9e80daa8e1d28cc443,4,ESRI_MAPINFO_SHEET,0,0,0,,,
c0beddc0eef34a22abc2a1d2712bcd30,0,2004,24,19,15,2004,2004,Armazém de Dados
c0beddc0eef34a22abc2a1d2712bcd30,1,2005,24,19,15,2005,2005,Armazém de Dados
c0beddc0eef34a22abc2a1d2712bcd30,2,2006,22,14,13,2006,2006,Armazém de Dados
c0beddc0eef34a22abc2a1d2712bcd30,3,2007,23,13,14,2007,2007,Armazém de Dados
c0beddc0eef34a22abc2a1d2712bcd30,4,2008,30,13,21,2008,2008,Armazém de Dados
c0beddc0eef34a22abc2a1d2712bcd30,5,2009,27,13,18,2009,2009,Armazém de Dados
c373015d272d4ce884670adfa7b9b89e,0,Brasil,48,5,9,2022,2022,DATA.RIO
c373015d272d4ce884670adfa7b9b89e,1,2002-2006,35,3,11,2002,2007,DATA.RIO
c373015d272d4ce884670adfa7b9b89e,2,2007-2022,105,4,22,2007,2022,DATA.RIO
c373015d272d4ce884670adfa7b9b89e,3,ESRI_MAPINFO_SHEET,0,0,0,,,
c5f0cf8ed56c447fa58af9265833e25a,0,2000,45,19,36,2000,2000,Armazém de Dados
c5f0cf8ed56c447fa58af9265833e25a,1,2010,45,19,36,2010,2010,Armazém de Dados
c81f4c91d85f44bd9a71b497cdd098ca,0,1992-2009,30,6,20,1992,2009,Armazém de Dados
c9e9bae1f47c46a8a0e17e56e774bede,0,Definições,13,2,5,2003,2003,Armazém de Dados
c9e9bae1f47c46a8a0e17e56e774bede,1,RA_1991,44,7,35,1991,2003,Armazém de Dados                        I
c9e9bae1f47c46a8a0e17e56e774bede,2,RA_2000,44,7,34,2000,2003,Armazém de Dados
c9e9bae1f47c46a8a0e17e56e774bede,3,Bairros_1991,137,6,129,1991,2003,Armazém de Dados                        Indicadores de Condições de Vida
c9e9bae1f47c46a8a0e17e56e774bede,4,Bairros_2000,137,6,128,2000,2003,Armazém de Dados
d155c513f84944a8b3bf5df867719faf,0,2000,45,46,36,2000,2000,Armazém de Dados
d155c513f84944a8b3bf5df867719faf,1,2010,45,46,36,2010,2010,Armazém de Dados
d1e1192de4854ee4b53095a6f3274018,0,1999,41,19,14,1999,1999,Armazém de Dados
d1e1192de4854ee4b53095a6f3274018,1,2000,40,19,13,2000,2000,Armazém de Dados
d1e1192de4854ee4b53095a6f3274018,2,2001,40,19,13,2001,2001,Armazém de Dados
d1e1192de4854ee4b53095a6f3274018,3,2002,42,19,13,2002,2002,Armazém de Dados
d1e1192de4854ee4b53095a6f3274018,4,2003,42,19,13,2003,2003,Armazém de Dados
d1e1192de4854ee4b53095a6f3274018,5,2004,41,19,13,2004,2004,Armazém de Dados
d1e1192de4854ee4b53095a6f3274018,6,2005,41,19,13,2005,2005,Armazém de Dados
d1e1192de4854ee4b53095a6f3274018,7,2006,44,19,15,2006,2006,Armazém de Dados
d1e1192de4854ee4b53095a6f3274018,8,2007,45,19,15,2007,2007,Armazém de Dados
d1e1192de4854ee4b53095a6f3274018,9,2008,45,19,15,2008,2008,Armazém de Dados
d1e1192de4854ee4b53095a6f3274018,10,2009,45,19,15,2009,2009,Armazém de Dados
d1e1192de4854ee4b53095a6f3274018,11,2010,45,27,15,2010,2010,Armazém de Dados
d1e1192de4854ee4b53095a6f3274018,12,2011,45,29,15,2011,2011,Armazém de Dados
d1e1192de4854ee4b53095a6f3274018,13,2012,45,27,15,2012,2012,Armazém de Dados
d28181c9b0484d818bbc49013732d446,0,T 1816_1,74,6,14,2000,2007,DATA.RIO
d28181c9b0484d818bbc49013732d446,1,T 1816_2,72,6,12,2007,2013,DATA.RIO
d28181c9b0484d818bbc49013732d446,2,T 1816_3,72,6,12,2014,2020,DATA.RIO
d28181c9b0484d818bbc49013732d446,3,T 1816_4,27,6,7,2021,2022,DATA.RIO
d28181c9b0484d818bbc49013732d446,4,ESRI_MAPINFO_SHEET,0,0,0,,,
d41592fa2a004b73bf4d2aaae6c565ed,0,2000,24,3,15,2000,2005,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,1,2001,24,3,15,2001,2005,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,2,2002,24,3,15,2002,2005,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,3,2003,24,3,15,2003,2005,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,4,2004,24,3,15,2004,2012,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,5,2005,24,3,15,2005,2012,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,6,2006,24,3,15,2006,2012,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,7,2007,24,3,15,2007,2012,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,8,2008,24,3,15,2008,2012,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,9,2009,24,3,15,2009,2012,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,10,2010,24,3,15,2010,2017,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,11,2011,24,3,15,2011,2017,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,12,2012,24,3,15,2012,2017,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,13,2013,24,3,15,2013,2017,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,14,2014,24,3,15,2014,2017,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,15,2015,24,3,15,2015,2017,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,16,2016,24,3,15,2016,2018,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,17,2017,24,3,15,2017,2021,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,18,2018,24,3,15,2018,2021,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,19,2019,24,3,15,2019,2021,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,20,2020,24,3,15,2020,2022,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,21,2021,24,3,15,2021,2022,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,22,2022,24,3,15,2022,2023,DATA.RIO
d41592fa2a004b73bf4d2aaae6c565ed,23,ESRI_MAPINFO_SHEET,0,0,0,,,
d4ffe88007e1445780a395a6bbfb6d12,0,T 897,46,16,36,2000,2000,Armazém de Dados
dbed8b55cf28474296457ab9989f91c5,0,Definições,13,2,5,2003,2003,Armazém de Dados
dbed8b55cf28474296457ab9989f91c5,1,RA_1991,44,7,35,1991,2003,Armazém de Dados
dbed8b55cf28474296457ab9989f91c5,2,RA_2000,44,7,34,2000,2003,Armazém de Dados
dbed8b55cf28474296457ab9989f91c5,3,Bairros_1991,137,6,129,1991,2003,Armazém de Dados
dbed8b55cf28474296457ab9989f91c5,4,Bairros_2000,137,6,128,2000,2003,Armazém de Dados
de5244dedc1645848cd1278cbaabbe35,0,2004,23,13,14,2004,2004,Armazém de Dados
de5244dedc1645848cd1278cbaabbe35,1,2005,23,13,14,2005,2005,Armazém de Dados
de5244dedc1645848cd1278cbaabbe35,2,2006,21,10,12,2006,2006,Armazém de Dados
de5244dedc1645848cd1278cbaabbe35,3,2007,22,10,12,2007,2007,Armazém de Dados
de5244dedc1645848cd1278cbaabbe35,4,2008,22,11,12,2008,2008,Armazém de Dados
e80c3f68ddbf40e2879c486fecf23255,0,T 1803,31,11,12,2002,2012,Armazém de Dados
ebcf102e74484fb2bc445d6129d32d39,0,T 922,36,10,12,1999,2005,Armazem de Dados
eed810844efd499d839b5f1e82972274,0,Tab. 3136,248,19,200,2010,2010,Armazém de Dados
f1418b4c6abc46788d3f3875219fe413,0,Tabela 904,28,13,18,2003,2003,Armazém de Dados
f49651f016704db388769d893bdcf9ed,0,T 488,69,19,61,2000,2000,Armazem de Dados | Armazem de Dados
f5899119bb9c4ba3b290116a02b88cfc,0,T 807,38,11,9,1999,2007,Armazém de Dados
fa7e0df92fe9461cb41f0156fda83383,0,Plan1,0,0,0,,,
fa7e0df92fe9461cb41f0156fda83383,1,2000,23,10,7,2000,2000,Armazém de Dados
fa7e0df92fe9461cb41f0156fda83383,2,2010 ,23,10,7,2010,2010,Armazém de Dados
fb6ece5b0fc14c18839e9f510fcae09b,0,RA_1991,46,8,37,1991,2003,Armazém de Dados
fb6ece5b0fc14c18839e9f510fcae09b,1,RA_2000,44,8,35,2000,2003,Armazém de Dados
fb6ece5b0fc14c18839e9f510fcae09b,2,RA_2010,44,8,35,2010,2010,Armazém de Dados
fb6ece5b0fc14c18839e9f510fcae09b,3,Bairros_1991,139,7,131,1991,2003,Armazém de Dados
fb6ece5b0fc14c18839e9f510fcae09b,4,Bairros_2000,138,7,130,2000,2003,Armazém de Dados
fb6ece5b0fc14c18839e9f510fcae09b,5,Bairros_2010,121,7,113,2010,2010,Armazém de Dados
fcc6f32c9ed346af8449e258594bcda6,0,2008,34,24,20,2008,2008,Armazém de Dados
fcc6f32c9ed346af8449e258594bcda6,1,2009,34,24,20,2009,2009,Armazém de Dados
fcd345901b7d4a619c989154bb8d4eca,0,2000,25,11,16,2000,2000,Armazém de Dados
fcd345901b7d4a619c989154bb8d4eca,1,2010 ,24,11,15,2010,2010,Armazém de Dados
fd6567b87e7d4a2d867a66a58d7ff19f,0,T 1802,31,11,12,2002,2012,Armazém de Dados
fe46c1bedc0b475c9cf9ee26e43e0b95,0,T 1611,84,7,18,2001,2012,Armazém de Dados
fef2b2a156f649dabd4a37fd5211fb51,0,2000,23,8,10,2000,2004,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,1,2001,23,8,10,2001,2004,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,2,2002,23,8,10,2002,2004,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,3,2003,23,8,10,2003,2005,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,4,2004,22,7,9,2004,2012,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,5,2005,22,7,9,2005,2012,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,6,2006,22,7,9,2006,2012,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,7,2007,22,7,9,2007,2012,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,8,2008,22,7,9,2008,2012,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,9,2009,22,7,9,2009,2012,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,10,2010,20,7,8,2010,2017,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,11,2011,20,7,8,2011,2017,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,12,2012,20,7,8,2012,2017,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,13,2013,20,7,8,2013,2017,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,14,2014,20,7,8,2014,2017,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,15,2015,20,7,8,2015,2017,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,16,2016,21,7,9,2016,2018,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,17,2017,20,7,8,2017,2021,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,18,2018,20,7,8,2018,2021,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,19,2019,20,7,8,2019,2021,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,20,2020,20,7,8,2020,2022,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,21,2021,20,7,8,2021,2022,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,22,2022,20,7,8,2022,2023,DATA.RIO
fef2b2a156f649dabd4a37fd5211fb51,23,ESRI_MAPINFO_SHEET,0,0,0,,,
