id,title,format,file_bytes,n_sheets,total_rows,max_cols,max_unique_first_col,years_min,years_max,num_views,tags
75b1df544d684f7aa5439c8ca28b5fd0,"Educação Básica - Distorção idade-série no ensino fundamental e médio, segundo a dependência administrativa, entre 2000-2022",xls,31232,4,210,6,25,2000,2022,286,Educação|Ensino médio
7888fde5637e4f2fa54cfb80f32321e4,"Ensino Fundamental Regular - IDEB de rede pública municipal: séries finais (6º ao 9º ano) - taxa de aprovação, nota média padronizada do SAEB e IDEB por municípios das capitais selecionadas entre 2005 - 2021",xls,43520,2,22,28,12,2005,2021,282,Educação|Educação básica
799e46b989a7464a956106c1c405343e,"Ensino Médio: Taxas de rendimento, segundo a dependência administrativa, entre 2000-2022",xls,80896,5,213,5,23,2000,2022,237,Educação|Ensino médio
7ab7b5429f2a459f8a8ac66ed84edfd9,"Estudantes de 5 anos ou mais de idade, por grau e série que frequentavam, segundo os grupos de idade, no Município do Rio de Janeiro em 2008/2009",xls,32768,2,56,9,16,2008,2009,72,Educação|Escolaridade da população
7d791c58eadf4366a3f9afcc799cd08e,"Investimentos realizados pelo CNPQ em bolsas e no fomento à pesquisa, segundo a grande área de conhecimento no Estado do Rio de Janeiro, entre 2001-2015",xls,44032,1,26,46,17,2001,2017,53,Educação|Ensino superior
7d87a98eedf04db9b605cb0d29e1a0ba,"Educação de Jovens e Adultos: docentes, por grau de formação, segundo as Dependências Administrativas, entre 1999-2020",xls,46592,3,153,5,20,1999,2020,90,Educação|Educação básica
804f635cc79545168d72396c4cff4eaf,"Pessoas de 10 anos ou mais de idade, por classe de renda nominal mensal e condição de alfabetização, segundo Áreas de Planejamento (AP), Regiões de Planejamento (RP), Regiões Administrativas (RA) e Bairros no Município do Rio de Janeiro - 2010",xls,99840,1,264,29,145,2010,2010,238,Educação|Escolaridade da população
8070feee270545a2b3d9e08ed2b937cd,"Ensino Fundamental: Taxas de rendimento, por série, segundo a dependência administrativa, entre 2000-2022",xls,37888,5,247,11,24,2000,2022,246,Educação|Educação básica
82d0a1bdf0c844579f6ee6c8350b55d6,"Ensino Fundamental: número médio de alunos por turma, segundo as Dependências Administrativas, entre 2001-2006",xls,17920,1,54,3,14,2001,2007,39,Educação|Educação básica
82fd127fb3024d2484ef4faa6bd03836,"Ensino de pós-graduação; número e valor anual das bolsas concedidas pelo CNPQ para cursos no país, no exterior e projetos de fomento à pesquisa, por área, entre 2001-2005",xls,49664,3,253,11,80,2001,2005,138,Educação|Ensino superior
8459a7e185a94deab97e1cee75a7ef19,"Educação Infantil: matrícula por sexo e faixa etária, segundo as Dependências Administrativas, entre 1999-2006",xls,20480,1,60,7,16,1999,2006,49,Educação|Educação básica
8588a63013b54f32934bc3c8456b3f33,"Número de matrículas da creche, por sexo e faixa etária, segundo as Dependências Administrativas, entre 2000-2020",xls,47104,3,150,7,19,2000,2020,254,Educação|Educação básica
899f75abce2a4f2b9c642d9c365944d7,"Ensino Fundamental: 1 segmento - docentes, por grau de formação, segundo as Dependências Administrativas, entre 1999-2020",xls,47104,3,160,5,21,1999,2020,168,Educação|Educação básica
8a21da2be6a3415bb5354a3352777561,"Composição dos níveis escolares no Município do Rio de Janeiro, de acordo com a Lei de Diretrizes e Bases da Educação Nacional - Lei nº 9394 de 20/12/1996 (Fevereiro/2006)",xls,27648,1,49,2,3,1996,2010,135,Educação|Escolaridade da população
8aca832b67094eaea59f77056c95eca9,Educação Infantil: percentual de matrículas na educação infantil em comparação com a matrícula total na rede pública municipal no Município do Rio de Janeiro entre 1999-2008,xls,15872,1,21,4,12,1999,2008,104,Educação|Educação básica
8c139f62fd464c65a38e9d201d509327,"Número de alunos matriculados na rede pública municipal por sexo e Coordenações Regionais de Educação (CRE) e matrícula inicial, no Município do Rio de Janeiro entre 1999-2013",xls,185856,15,324,4,14,1999,2013,77,Educação|Educação básica
8c9a0c967a8f41e0abad6f31e4912ff8,"Educação Infantil: número de creches conveniadas na rede pública municipal, segundo as Coordenações Regionais de Educação do Município do Rio de Janeiro, entre 2004-2007",xls,32256,4,99,11,18,2004,2007,60,Educação|Educação básica
8e1d5972ae214f1ea97d374adc2b55a0,"Número de matrículas do ensino médio por grupo etário, segundo as Dependências Administrativas, entre 2001-2020",xls,65024,3,402,5,18,2000,2020,106,Educação|Ensino médio
8e720d57e9544794ba66aba6afac5980,"Número de estudante por nível de ensino, segundo as Regiões Administrativas (RA) do Município do Rio de Janeiro, em 2000/2010",xls,77312,2,92,16,36,2000,2010,104,Educação|Escolaridade da população
8f61d624e21d4cdd886d48f2d587f46e,"Ensino Fundamental: docentes na rede pública municipal pelas Coordenações Regionais de Educação (CRE), segundo os cargos ocupados, em 2007/2008",xls,30208,2,96,13,41,2007,2008,57,Educação|Educação básica
918dd39478594792a9cfa7080b84c0b5,Base de dados do Índice de Progresso Social - IPS por Regiões Administrativas (RA) - Município do Rio de Janeiro - 2016/2018/2020/2022/2024,xlsx,848416,13,1495,256,35,2010,2024,1403,Desenvolvimento e Assistência Social|IPS|Índice de Progresso Social|IPS Rio
94299a4a6d4548ddb2d6892664bb5fd4,"Ensino Fundamental (classe de alfabetização): matrícula por sexo e idade, segundo as Dependências Administrativas, entre 1999-2003",xls,18432,1,38,8,12,1999,2005,82,Educação|Educação básica
9acd1e13c0fd49a58f5e399d5d8a93fe,"Educação Infantil: número de estabelecimentos por segmento, segundo as Dependências Administrativas, entre 1999-2006",xls,20992,1,93,3,15,1999,2010,57,Educação|Educação básica
9fd1a8cc207a48c5bda7131e4e74b1ca,"IDEB das séries iniciais e finais segundo as Áreas de Planejamento (AP), Regiões de Planejamento (RP), Regiões Administrativas (RA) e Bairros do Município do Rio de Janeiro em 2007/2009/2011/2013/2015/2017/2019/2021/2023",xls,1772032,6,1282,37,112,2005,2021,601,Educação|Escolaridade da população
a753079319134508b57909d9fcb3bbd7,"Educação de Jovens e Adultos: matrículas por nível de ensino, segundo as Dependências Administrativas, entre 2000-2005",xls,19968,1,48,8,14,2000,2007,61,Educação|Educação básica
a7f951e9c2aa47018b44f5c78da5d0e5,"Pessoas analfabetas por grupos de idade, segundo as Áreas de Planejamento (AP), Regiões de Planejamento (RP), Regiões Administrativas (RA) e Bairros no Município do Rio de Janeiro - 2010",xls,232960,1,262,10,218,2010,2010,387,Educação|Escolaridade da população
a810f5ac9243472f80d38ee4c9d8845d,"Educação de Jovens e Adultos: concluintes, segundo as Dependências Administrativas, entre 2000-2005",xls,17920,1,47,4,14,2000,2007,108,Educação|Educação básica
