base_year,target_year,ap,ra,bairro,ideb_5,ideb_9,delta
2009,2013,Área de Planejamento 3,XV Madureira,Cascadura,4.8662222222222224,4.782122905027933,-0.08409931719428965
2009,2013,Área de Planejamento 3,XV Madureira,Cavalcanti,5.286738351254479,4.499428571428572,-0.7873097798259074
2009,2013,Área de Planejamento 3,XV Madureira,Honório Gurgel,4.783422459893048,4.472985781990521,-0.31043667790252716
2009,2013,Área de Planejamento 3,XV Madureira,Madureira,5.028444444444444,4.32987012987013,-0.698574314574314
2009,2013,Área de Planejamento 3,XV Madureira,Marechal Hermes,5.143733333333333,4.955555555555556,-0.1881777777777769
2009,2013,Área de Planejamento 3,XV Madureira,Oswaldo Cruz,5.290954773869347,3.769788519637462,-1.5211662542318853
2009,2013,Área de Planejamento 3,XV Madureira,Quintino Bocaiúva,5.325536992840096,4.773947895791583,-0.5515890970485131
2009,2013,Área de Planejamento 3,XV Madureira,Rocha Miranda,5.142700729927007,4.924717514124294,-0.21798321580271374
2009,2013,Área de Planejamento 3,XV Madureira,Turiaçu,4.283333333333333,4.1,-0.18333333333333357
2009,2013,Área de Planejamento 3,XV Madureira,Vaz Lobo,5.0,4.2,-0.7999999999999998
2009,2013,Área de Planejamento 3,XII Inhaúma,Del Castilho,6.267326732673268,2.6,-3.6673267326732675
2009,2013,Área de Planejamento 3,XII Inhaúma,Engenho da Rainha,4.688532110091742,4.1189873417721525,-0.5695447683195898
2009,2013,Área de Planejamento 3,XII Inhaúma,Higienópolis,4.854248366013072,3.957311669128509,-0.8969366968845636
2009,2013,Área de Planejamento 3,XII Inhaúma,Inhaúma,5.1795328142380415,4.747769516728624,-0.4317632975094172
2009,2013,Área de Planejamento 3,XII Inhaúma,Maria da Graça,4.2,4.0,-0.20000000000000018
2009,2013,Área de Planejamento 3,XI Penha,Brás de Pina,5.156444444444444,5.380254777070064,0.22381033262561978
2009,2013,Área de Planejamento 3,XI Penha,Penha,4.952941176470588,3.720842105263158,-1.2320990712074305
2009,2013,Área de Planejamento 3,XI Penha,Penha Circular,5.230875576036866,4.434840425531915,-0.7960351505049514
2009,2013,Área de Planejamento 3,XXXI Vigário Geral,Cordovil,5.074795081967213,3.9824351297405194,-1.092359952226694
2009,2013,Área de Planejamento 3,XXXI Vigário Geral,Jardim América,5.286127167630058,3.799472295514512,-1.4866548721155457
2009,2013,Área de Planejamento 3,XXXI Vigário Geral,Vigário Geral,4.678333333333334,3.7443181818181817,-0.934015151515152
2009,2013,Área de Planejamento 3,XXII Anchieta,Anchieta,4.604166666666667,3.8,-0.8041666666666671
2009,2013,Área de Planejamento 3,XXII Anchieta,Guadalupe,5.380388692579505,4.529954954954954,-0.8504337376245505
2009,2013,Área de Planejamento 3,XXII Anchieta,Parque Anchieta,5.769022869022869,4.296610169491525,-1.4724126995313442
2009,2013,Área de Planejamento 3,XXII Anchieta,Ricardo de Albuquerque,4.7,5.5,0.7999999999999998
2009,2013,Área de Planejamento 3,XXV Pavuna,Coelho Neto,4.595969289827256,3.877777777777778,-0.7181915120494775
2009,2013,Área de Planejamento 3,XXV Pavuna,Costa Barros,4.398630136986302,4.6,0.20136986301369753
2009,2013,Área de Planejamento 3,XXV Pavuna,Parque Columbia,4.8,3.7,-1.0999999999999996
2009,2013,Área de Planejamento 3,XXV Pavuna,Pavuna,5.088653555219365,4.468121827411168,-0.6205317278081965
2009,2013,Área de Planejamento 3,XX Ilha do Governador,Bancários,4.513291139240506,3.9209756097560975,-0.5923155294844085
2009,2013,Área de Planejamento 3,XX Ilha do Governador,Cidade Universitária,4.6,5.1,0.5
2009,2013,Área de Planejamento 3,XX Ilha do Governador,Freguesia (Ilha do Governador),3.9,3.6,-0.2999999999999998
2009,2013,Área de Planejamento 3,XX Ilha do Governador,Galeão,4.952573529411764,4.4,-0.552573529411764
2009,2013,Área de Planejamento 3,XX Ilha do Governador,Jardim Guanabara,5.738150289017341,5.277168949771689,-0.46098133924565143
2009,2013,Área de Planejamento 3,XX Ilha do Governador,Moneró,5.220833333333333,4.390384615384615,-0.8304487179487179
2009,2013,Área de Planejamento 3,XX Ilha do Governador,Portuguesa,4.607881773399015,4.060416666666667,-0.5474651067323482
2009,2013,Área de Planejamento 3,XX Ilha do Governador,Praia da Bandeira,5.1,4.2,-0.8999999999999995
2009,2013,Área de Planejamento 3,XX Ilha do Governador,Zumbi,5.4,4.5,-0.9000000000000004
2009,2013,Área de Planejamento 4,XVI Jacarepaguá,Anil,5.430851063829787,4.240072202166065,-1.1907788616637225
2009,2013,Área de Planejamento 4,XVI Jacarepaguá,Curicica,5.117690875232775,3.331111111111111,-1.7865797641216639
2009,2013,Área de Planejamento 4,XVI Jacarepaguá,Freguesia (Jacarepaguá),4.833445378151262,4.65495145631068,-0.17849392184058122
2009,2013,Área de Planejamento 4,XVI Jacarepaguá,Jacarepaguá,5.013338357196685,5.027729885057472,0.014391527860786901
2009,2013,Área de Planejamento 4,XVI Jacarepaguá,Pechincha,5.383116883116883,4.3090909090909095,-1.0740259740259734
2009,2013,Área de Planejamento 4,XVI Jacarepaguá,Praça Seca,5.190873015873016,3.1808362369337977,-2.010036778939218
2009,2013,Área de Planejamento 4,XVI Jacarepaguá,Tanque,4.939226519337017,4.739130434782608,-0.2000960845544082
2009,2013,Área de Planejamento 4,XVI Jacarepaguá,Taquara,5.621568627450981,4.265132743362831,-1.3564358840881496
2009,2013,Área de Planejamento 4,XVI Jacarepaguá,Vila Valqueire,5.642081447963801,4.0,-1.6420814479638013
2009,2013,Área de Planejamento 4,XXXIII Cidade de Deus,Cidade de Deus,4.458103448275862,4.380165289256198,-0.07793815901966372
2009,2013,Área de Planejamento 4,XXIV Barra da Tijuca,Barra da Tijuca,5.7500982318271125,4.703010752688172,-1.0470874791389404
2009,2013,Área de Planejamento 4,XXIV Barra da Tijuca,Recreio dos Bandeirantes,5.123387096774193,4.1,-1.0233870967741936
2009,2013,Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Grande,5.289261744966443,4.5365957446808505,-0.7526660002855925
2009,2013,Área de Planejamento 5,XVII Bangu,Bangu,5.175530035335689,4.155172413793103,-1.020357621542586
2009,2013,Área de Planejamento 5,XVII Bangu,Padre Miguel,5.348308270676691,4.276348547717842,-1.071959722958849
2009,2013,Área de Planejamento 5,XVII Bangu,Senador Camará,4.838033395176251,4.336521739130435,-0.5015116560458157
2009,2013,Área de Planejamento 5,XVII Bangu,Vila Kennedy,4.925915080527086,3.780198019801981,-1.1457170607251053
2009,2013,Área de Planejamento 5,XVII Bangu,Jabour,4.8,3.4,-1.4
2009,2013,Área de Planejamento 5,XXXII Realengo,Campo dos Afonsos,5.796923076923076,5.2,-0.5969230769230762
2009,2013,Área de Planejamento 5,XXXII Realengo,Deodoro,4.544827586206897,4.1,-0.44482758620689733
2009,2013,Área de Planejamento 5,XXXII Realengo,Jardim Sulacap,5.7,5.0,-0.7000000000000002
2009,2013,Área de Planejamento 5,XXXII Realengo,Magalhães Bastos,5.216022099447515,4.969485294117647,-0.24653680532986755
2009,2013,Área de Planejamento 5,XXXII Realengo,Realengo,4.8820437093916125,4.14971334971335,-0.7323303596782624
2009,2013,Área de Planejamento 5,XXXII Realengo,Vila Militar,4.946590909090909,4.4,-0.5465909090909085
2009,2013,Área de Planejamento 5,XVIII Campo Grande,Campo Grande,5.343414057885411,4.472153972153972,-0.8712600857314392
2009,2013,Área de Planejamento 5,XVIII Campo Grande,Cosmos,5.159999999999999,4.3,-0.8599999999999994
2009,2013,Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,4.979340028694405,4.187472035794183,-0.7918679929002215
2009,2013,Área de Planejamento 5,XVIII Campo Grande,Santíssimo,4.982736842105264,4.5,-0.4827368421052638
2009,2013,Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,5.103435114503816,4.9,-0.20343511450381602
2009,2013,Área de Planejamento 5,XIX Santa Cruz,Paciência,5.131528895391368,3.993740219092332,-1.1377886762990355
2009,2013,Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,4.83859957776214,4.098006202924236,-0.7405933748379034
2009,2013,Área de Planejamento 5,XIX Santa Cruz,Sepetiba,4.785390428211587,3.5,-1.2853904282115867
2009,2013,Área de Planejamento 5,XXVI Guaratiba,Guaratiba,4.545330859616574,4.446736842105263,-0.09859401751131092
2009,2013,Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,4.497119341563786,3.953488372093023,-0.5436309694707626
2011,2015,Área de Planejamento 1,I Portuária,Caju,4.931907894736842,4.832786885245902,-0.09912100949093983
2011,2015,Área de Planejamento 1,I Portuária,Santo Cristo,5.532885906040269,3.2,-2.3328859060402687
2011,2015,Área de Planejamento 1,II Centro,Centro,5.2477099236641225,4.923699421965318,-0.32401050169880463
2011,2015,Área de Planejamento 1,III Rio Comprido,Catumbi,3.9,3.5,-0.3999999999999999
2011,2015,Área de Planejamento 1,III Rio Comprido,Rio Comprido,4.8728643216080405,5.11639344262295,0.24352912101490976
2011,2015,Área de Planejamento 1,VII São Cristóvão,Benfica,4.673866090712743,3.1302052785923755,-1.5436608121203679
2011,2015,Área de Planejamento 1,VII São Cristóvão,Imperial de São Cristóvão,5.314761904761904,5.363084112149532,0.048322207387627714
2011,2015,Área de Planejamento 1,XXIII Santa Teresa,Santa Teresa,6.048159509202454,4.29375,-1.7544095092024534
2011,2015,Área de Planejamento 2,IV Botafogo,Botafogo,5.725531914893618,4.7165048543689325,-1.0090270605246854
2011,2015,Área de Planejamento 2,IV Botafogo,Humaitá,6.6,3.9,-2.6999999999999997
2011,2015,Área de Planejamento 2,IV Botafogo,Laranjeiras,6.022641509433962,4.1,-1.9226415094339622
2011,2015,Área de Planejamento 2,IV Botafogo,Urca,6.70709219858156,5.267021276595745,-1.4400709219858152
2011,2015,Área de Planejamento 2,V Copacabana,Copacabana,6.495394736842105,4.472093023255813,-2.0233017135862914
2011,2015,Área de Planejamento 2,V Copacabana,Leme,4.9,4.2,-0.7000000000000002
2011,2015,Área de Planejamento 2,VI Lagoa,Gávea,4.765193370165746,4.595013850415512,-0.17017951975023404
2011,2015,Área de Planejamento 2,VI Lagoa,Ipanema,5.0888888888888895,4.552657004830918,-0.5362318840579716
2011,2015,Área de Planejamento 2,VI Lagoa,Jardim Botânico,5.799999999999999,3.6,-2.199999999999999
2011,2015,Área de Planejamento 2,VI Lagoa,Leblon,6.529927007299269,4.6,-1.929927007299269
2011,2015,Área de Planejamento 2,VI Lagoa,Vidigal,5.282222222222222,4.7,-0.5822222222222218
2011,2015,Área de Planejamento 2,VIII Tijuca,Alto da Boa Vista,5.506341463414634,4.105147058823529,-1.401194404591105
2011,2015,Área de Planejamento 2,VIII Tijuca,Praça da Bandeira,5.28,2.8,-2.4800000000000004
2011,2015,Área de Planejamento 2,VIII Tijuca,Tijuca,5.535387045813586,4.459041394335512,-1.076345651478074
2011,2015,Área de Planejamento 2,IX Vila Isabel,Andaraí,5.713636363636363,4.378688524590164,-1.3349478390461993
2011,2015,Área de Planejamento 2,IX Vila Isabel,Grajaú,5.377173913043478,4.7593984962406015,-0.6177754168028766
2011,2015,Área de Planejamento 2,IX Vila Isabel,Vila Isabel,5.336893203883495,4.3671342685370735,-0.9697589353464213
2011,2015,Área de Planejamento 3,X Ramos,Bonsucesso,5.338362068965517,4.919678714859438,-0.41868335410607926
2011,2015,Área de Planejamento 3,X Ramos,Manguinhos,4.449066666666667,2.7,-1.7490666666666668
2011,2015,Área de Planejamento 3,X Ramos,Olaria,5.446839080459771,4.482560296846011,-0.9642787836137598
2011,2015,Área de Planejamento 3,X Ramos,Ramos,5.326039387308534,3.999753694581281,-1.3262856927272533
2011,2015,Área de Planejamento 3,XXX Maré,Maré,4.773999999999999,3.840074906367041,-0.9339250936329582
2011,2015,Área de Planejamento 3,XIII Méier,Água Santa,5.6,4.4,-1.1999999999999993
2011,2015,Área de Planejamento 3,XIII Méier,Cachambi,5.9477157360406085,4.377483443708609,-1.5702322923319993
2011,2015,Área de Planejamento 3,XIII Méier,Encantado,6.6,4.3,-2.3
2011,2015,Área de Planejamento 3,XIII Méier,Engenho de Dentro,5.750958904109589,4.561509433962264,-1.1894494701473244
2011,2015,Área de Planejamento 3,XIII Méier,Jacaré,5.220909090909091,5.8,0.5790909090909091
2011,2015,Área de Planejamento 3,XIII Méier,Lins de Vasconcelos,4.917721518987341,3.987301587301587,-0.9304199316857544
2011,2015,Área de Planejamento 3,XIII Méier,Méier,5.438629283489097,5.024349881796691,-0.41427940169240607
2011,2015,Área de Planejamento 3,XIII Méier,Piedade,5.677407407407408,4.932919254658385,-0.7444881527490228
2011,2015,Área de Planejamento 3,XIII Méier,Pilares,5.953968253968254,4.0,-1.9539682539682541
2011,2015,Área de Planejamento 3,XIII Méier,Riachuelo,5.289677419354838,3.5,-1.7896774193548382
2011,2015,Área de Planejamento 3,XIII Méier,Rocha,5.618939393939394,4.1,-1.5189393939393945
2011,2015,Área de Planejamento 3,XIII Méier,Todos os Santos,6.6,4.4,-2.1999999999999993
2011,2015,Área de Planejamento 3,XIV Irajá,Colégio,5.6009740259740255,3.966666666666667,-1.6343073593073587
2011,2015,Área de Planejamento 3,XIV Irajá,Irajá,5.513590604026846,4.522567703109328,-0.9910229009175184
2011,2015,Área de Planejamento 3,XIV Irajá,Vila Kosmos,5.452840909090909,4.387096774193548,-1.0657441348973613
2011,2015,Área de Planejamento 3,XIV Irajá,Vista Alegre,5.9,5.7,-0.20000000000000018
2011,2015,Área de Planejamento 3,XV Madureira,Bento Ribeiro,5.141791044776119,4.51,-0.6317910447761195
2011,2015,Área de Planejamento 3,XV Madureira,Cascadura,5.70985401459854,4.665671641791045,-1.0441823728074953
2011,2015,Área de Planejamento 3,XV Madureira,Cavalcanti,5.40748299319728,4.351933701657459,-1.0555492915398208
2011,2015,Área de Planejamento 3,XV Madureira,Honório Gurgel,5.043169398907104,4.689729729729729,-0.3534396691773747
2011,2015,Área de Planejamento 3,XV Madureira,Madureira,5.248669201520912,4.3052631578947365,-0.943406043626176
2011,2015,Área de Planejamento 3,XV Madureira,Marechal Hermes,5.373913043478261,4.294814814814814,-1.0790982286634465
2011,2015,Área de Planejamento 3,XV Madureira,Oswaldo Cruz,5.177456647398843,4.3504,-0.8270566473988437
2011,2015,Área de Planejamento 3,XV Madureira,Quintino Bocaiúva,5.7448621553884704,4.855163727959697,-0.8896984274287734
2011,2015,Área de Planejamento 3,XV Madureira,Rocha Miranda,5.373058637083994,5.09437037037037,-0.27868826671362346
2011,2015,Área de Planejamento 3,XV Madureira,Turiaçu,5.029126213592233,4.9,-0.12912621359223309
2011,2015,Área de Planejamento 3,XV Madureira,Vaz Lobo,4.8,4.0,-0.7999999999999998
2011,2015,Área de Planejamento 3,XII Inhaúma,Del Castilho,5.475641025641026,4.2,-1.2756410256410255
2011,2015,Área de Planejamento 3,XII Inhaúma,Engenho da Rainha,5.145525291828794,3.9,-1.2455252918287942
2011,2015,Área de Planejamento 3,XII Inhaúma,Higienópolis,4.788111888111888,3.816173570019724,-0.9719383180921639
2011,2015,Área de Planejamento 3,XII Inhaúma,Inhaúma,5.428686327077748,4.270608108108108,-1.1580782189696395
2011,2015,Área de Planejamento 3,XII Inhaúma,Maria da Graça,4.7,3.2,-1.5
2011,2015,Área de Planejamento 3,XI Penha,Brás de Pina,5.743902439024391,5.150738916256157,-0.5931635227682346
2011,2015,Área de Planejamento 3,XI Penha,Penha,5.138387978142076,3.9429193899782136,-1.195468588163862
2011,2015,Área de Planejamento 3,XI Penha,Penha Circular,5.695101351351352,4.47463556851312,-1.2204657828382315
2011,2015,Área de Planejamento 3,XXXI Vigário Geral,Cordovil,5.467237687366167,3.961064425770308,-1.5061732615958596
2011,2015,Área de Planejamento 3,XXXI Vigário Geral,Jardim América,5.524885844748859,4.054918032786885,-1.4699678119619737
2011,2015,Área de Planejamento 3,XXXI Vigário Geral,Vigário Geral,4.737136929460581,3.723287671232877,-1.013849258227704
2011,2015,Área de Planejamento 3,XXII Anchieta,Anchieta,4.745454545454545,3.6,-1.145454545454545
2011,2015,Área de Planejamento 3,XXII Anchieta,Guadalupe,5.6939935064935066,4.531548757170172,-1.1624447493233347
2011,2015,Área de Planejamento 3,XXII Anchieta,Parque Anchieta,6.160893854748603,4.14953095684803,-2.0113628979005735
2011,2015,Área de Planejamento 3,XXII Anchieta,Ricardo de Albuquerque,5.5,5.9,0.40000000000000036
2011,2015,Área de Planejamento 3,XXV Pavuna,Coelho Neto,4.817084639498433,4.131428571428572,-0.6856560680698616
2011,2015,Área de Planejamento 3,XXV Pavuna,Costa Barros,5.531455399061033,3.6,-1.9314553990610333
2011,2015,Área de Planejamento 3,XXV Pavuna,Parque Columbia,5.2,4.7,-0.5
2011,2015,Área de Planejamento 3,XXV Pavuna,Pavuna,5.613639679066375,4.00240837696335,-1.6112313021030245
2011,2015,Área de Planejamento 3,XX Ilha do Governador,Bancários,4.9857894736842105,4.1,-0.8857894736842109
2011,2015,Área de Planejamento 3,XX Ilha do Governador,Cidade Universitária,5.3,4.8,-0.5
2011,2015,Área de Planejamento 3,XX Ilha do Governador,Freguesia (Ilha do Governador),4.6,4.4,-0.1999999999999993
2011,2015,Área de Planejamento 3,XX Ilha do Governador,Galeão,5.325,3.2,-2.125
2011,2015,Área de Planejamento 3,XX Ilha do Governador,Jardim Guanabara,6.167469879518072,5.247643979057592,-0.9198259004604799
2011,2015,Área de Planejamento 3,XX Ilha do Governador,Moneró,6.005940594059406,5.029473684210527,-0.9764669098488792
2011,2015,Área de Planejamento 3,XX Ilha do Governador,Portuguesa,5.5774509803921575,4.0285714285714285,-1.548879551820729
2011,2015,Área de Planejamento 3,XX Ilha do Governador,Praia da Bandeira,4.9,4.0,-0.9000000000000004
2011,2015,Área de Planejamento 3,XX Ilha do Governador,Zumbi,5.8,4.6,-1.2000000000000002
2011,2015,Área de Planejamento 4,XVI Jacarepaguá,Anil,5.6141148325358845,4.25,-1.3641148325358845
2011,2015,Área de Planejamento 4,XVI Jacarepaguá,Curicica,5.557986111111111,4.0,-1.557986111111111
2011,2015,Área de Planejamento 4,XVI Jacarepaguá,Freguesia (Jacarepaguá),5.278097345132744,4.614218009478674,-0.6638793356540704
2011,2015,Área de Planejamento 4,XVI Jacarepaguá,Jacarepaguá,5.394785059901339,4.457344632768361,-0.9374404271329775
2011,2015,Área de Planejamento 4,XVI Jacarepaguá,Pechincha,5.678378378378379,3.684722222222222,-1.993656156156157
2011,2015,Área de Planejamento 4,XVI Jacarepaguá,Praça Seca,5.239244663382594,3.723272727272728,-1.5159719361098665
2011,2015,Área de Planejamento 4,XVI Jacarepaguá,Tanque,5.514685314685315,4.753561253561253,-0.761124061124062
2011,2015,Área de Planejamento 4,XVI Jacarepaguá,Taquara,5.687029702970297,4.261545215100965,-1.4254844878693316
2011,2015,Área de Planejamento 4,XVI Jacarepaguá,Vila Valqueire,5.924081632653062,4.1,-1.824081632653062
2011,2015,Área de Planejamento 4,XXXIII Cidade de Deus,Cidade de Deus,4.750921658986175,3.703484320557492,-1.0474373384286828
2011,2015,Área de Planejamento 4,XXIV Barra da Tijuca,Barra da Tijuca,5.66567992599445,4.475663311985361,-1.1900166140090889
2011,2015,Área de Planejamento 4,XXIV Barra da Tijuca,Recreio dos Bandeirantes,5.611926605504587,4.4,-1.211926605504587
2011,2015,Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Grande,5.818181818181818,4.6866666666666665,-1.1315151515151518
2011,2015,Área de Planejamento 5,XVII Bangu,Bangu,5.308212341197822,4.274505395683454,-1.0337069455143686
2011,2015,Área de Planejamento 5,XVII Bangu,Padre Miguel,5.708771929824562,4.520491803278689,-1.1882801265458731
2011,2015,Área de Planejamento 5,XVII Bangu,Senador Camará,5.16401098901099,4.115850144092219,-1.0481608449187707
2011,2015,Área de Planejamento 5,XVII Bangu,Vila Kennedy,5.074685314685314,3.750299401197605,-1.324385913487709
2011,2015,Área de Planejamento 5,XVII Bangu,Jabour,5.179347826086956,3.8,-1.3793478260869563
2011,2015,Área de Planejamento 5,XXXII Realengo,Campo dos Afonsos,5.874528301886793,4.4,-1.4745283018867923
2011,2015,Área de Planejamento 5,XXXII Realengo,Deodoro,5.642763157894737,4.3,-1.342763157894737
2011,2015,Área de Planejamento 5,XXXII Realengo,Jardim Sulacap,6.0,3.9,-2.1
2011,2015,Área de Planejamento 5,XXXII Realengo,Magalhães Bastos,5.6789772727272725,4.441791044776119,-1.2371862279511534
2011,2015,Área de Planejamento 5,XXXII Realengo,Realengo,5.460545764638999,4.448459616985845,-1.0120861476531537
2011,2015,Área de Planejamento 5,XXXII Realengo,Vila Militar,5.1,4.3,-0.7999999999999998
2011,2015,Área de Planejamento 5,XVIII Campo Grande,Campo Grande,5.662493120528344,4.4005703914959815,-1.2619227290323627
2011,2015,Área de Planejamento 5,XVIII Campo Grande,Cosmos,5.453402646502836,4.273958333333334,-1.179444313169502
2011,2015,Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,5.3581274382314685,4.2297551789077215,-1.128372259323747
2011,2015,Área de Planejamento 5,XVIII Campo Grande,Santíssimo,5.553549695740364,4.3,-1.2535496957403645
2011,2015,Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,5.88969465648855,4.8,-1.0896946564885504
2011,2015,Área de Planejamento 5,XIX Santa Cruz,Paciência,5.334458598726115,4.313565604151224,-1.0208929945748908
2011,2015,Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,5.238477069512547,4.189201124046567,-1.04927594546598
2011,2015,Área de Planejamento 5,XIX Santa Cruz,Sepetiba,5.212591050988554,3.5,-1.7125910509885536
2011,2015,Área de Planejamento 5,XXVI Guaratiba,Guaratiba,5.26089841755998,4.404778887303852,-0.8561195302561275
2011,2015,Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,5.165671641791045,4.144479495268139,-1.021192146522906
2013,2017,Área de Planejamento 1,I Portuária,Caju,4.456597222222222,5.094285714285714,0.637688492063492
2013,2017,Área de Planejamento 1,I Portuária,Santo Cristo,5.166875,4.8,-0.3668750000000003
2013,2017,Área de Planejamento 1,II Centro,Centro,5.1626666666666665,4.974033149171271,-0.18863351749539525
2013,2017,Área de Planejamento 1,III Rio Comprido,Catumbi,4.4,4.3,-0.10000000000000053
2013,2017,Área de Planejamento 1,III Rio Comprido,Rio Comprido,4.913483146067416,5.07620320855615,0.1627200624887335
2013,2017,Área de Planejamento 1,VII São Cristóvão,Benfica,4.718448637316562,4.226829268292683,-0.49161936902387904
2013,2017,Área de Planejamento 1,VII São Cristóvão,Imperial de São Cristóvão,5.681226053639847,5.363709677419355,-0.31751637622049156
2013,2017,Área de Planejamento 1,XXIII Santa Teresa,Santa Teresa,5.916438356164384,5.2339712918660295,-0.6824670642983541
2013,2017,Área de Planejamento 2,IV Botafogo,Botafogo,5.688028169014085,4.822857142857143,-0.8651710261569416
2013,2017,Área de Planejamento 2,IV Botafogo,Laranjeiras,5.948953974895398,5.5,-0.4489539748953977
2013,2017,Área de Planejamento 2,IV Botafogo,Urca,6.45,6.233557046979866,-0.2164429530201346
2013,2017,Área de Planejamento 2,V Copacabana,Copacabana,6.490769230769231,5.055555555555555,-1.4352136752136753
2013,2017,Área de Planejamento 2,V Copacabana,Leme,4.7,4.3,-0.40000000000000036
2013,2017,Área de Planejamento 2,VI Lagoa,Gávea,5.462171052631579,5.107756232686981,-0.3544148199445978
2013,2017,Área de Planejamento 2,VI Lagoa,Ipanema,4.735099337748345,4.3,-0.43509933774834497
2013,2017,Área de Planejamento 2,VIII Tijuca,Alto da Boa Vista,5.749557522123895,3.921167883211679,-1.8283896389122156
2013,2017,Área de Planejamento 2,VIII Tijuca,Praça da Bandeira,5.131858407079646,4.6,-0.5318584070796462
2013,2017,Área de Planejamento 2,VIII Tijuca,Tijuca,5.272364672364673,4.720833333333333,-0.5515313390313397
2013,2017,Área de Planejamento 2,IX Vila Isabel,Andaraí,5.453252032520325,5.041052631578947,-0.4121994009413781
2013,2017,Área de Planejamento 2,IX Vila Isabel,Grajaú,5.090365448504984,5.387417218543046,0.2970517700380624
2013,2017,Área de Planejamento 2,IX Vila Isabel,Vila Isabel,5.047139588100686,5.029718875502009,-0.01742071259867739
2013,2017,Área de Planejamento 3,X Ramos,Bonsucesso,5.57554347826087,4.967567567567567,-0.6079759106933027
