ra,bairro,component,year,value
V Copacabana,Copacabana,saeb,2013,6.845569230769231
V Copacabana,Copacabana,saeb,2015,6.933373493975903
V Copacabana,Copacabana,saeb,2017,6.704383561643835
V Copacabana,Copacabana,saeb,2019,6.61071794871795
V Copacabana,Copacabana,saeb,2021,6.664982695760599
V Copacabana,Copacabana,saeb,2023,6.6
V Copacabana,Copacabana,ideb,2007,5.423019801980198
V Copacabana,Copacabana,ideb,2009,5.963126843657817
V Copacabana,Copacabana,ideb,2011,6.495394736842105
V Copacabana,Copacabana,ideb,2013,6.490769230769231
V Copacabana,Copacabana,ideb,2015,6.422489959839358
V Copacabana,Copacabana,ideb,2017,6.182191780821918
V Copacabana,Copacabana,ideb,2019,6.396923076923076
V Copacabana,Copacabana,ideb,2021,6.519451371571073
V Copacabana,Copacabana,ideb,2023,6.4
V Copacabana,Leme,aprovacao,2007,95.40000000000002
V Copacabana,Leme,aprovacao,2009,86.0
V Copacabana,Leme,aprovacao,2011,93.7
V Copacabana,Leme,aprovacao,2013,90.5
V Copacabana,Leme,aprovacao,2017,100.0
V Copacabana,Leme,aprovacao,2019,100.0
V Copacabana,Leme,aprovacao,2021,96.7
V Copacabana,Leme,aprovacao,2023,97.0
V Copacabana,Leme,saeb,2007,4.97
V Copacabana,Leme,saeb,2009,6.07
V Copacabana,Leme,saeb,2011,5.87
V Copacabana,Leme,saeb,2013,5.48
V Copacabana,Leme,saeb,2017,6.02
V Copacabana,Leme,saeb,2019,6.36
V Copacabana,Leme,saeb,2021,6.086205
V Copacabana,Leme,saeb,2023,6.5
V Copacabana,Leme,ideb,2007,4.5
V Copacabana,Leme,ideb,2009,5.2
V Copacabana,Leme,ideb,2011,4.9
V Copacabana,Leme,ideb,2013,4.7
V Copacabana,Leme,ideb,2017,5.8
V Copacabana,Leme,ideb,2019,5.9
V Copacabana,Leme,ideb,2021,5.9
V Copacabana,Leme,ideb,2023,6.3
VI Lagoa,Gávea,aprovacao,2007,96.09350649350648
VI Lagoa,Gávea,aprovacao,2009,88.26631205673759
VI Lagoa,Gávea,aprovacao,2011,91.85110497237568
VI Lagoa,Gávea,aprovacao,2013,90.66315789473684
VI Lagoa,Gávea,aprovacao,2015,93.45641025641025
VI Lagoa,Gávea,aprovacao,2017,95.64355828220859
VI Lagoa,Gávea,aprovacao,2019,96.0576923076923
VI Lagoa,Gávea,aprovacao,2021,100.0
VI Lagoa,Gávea,aprovacao,2023,98.9
VI Lagoa,Gávea,saeb,2007,5.517619047619047
VI Lagoa,Gávea,saeb,2009,6.090283687943263
VI Lagoa,Gávea,saeb,2011,6.115690607734807
VI Lagoa,Gávea,saeb,2013,6.20904605263158
VI Lagoa,Gávea,saeb,2015,6.762871794871795
VI Lagoa,Gávea,saeb,2017,6.719018404907976
VI Lagoa,Gávea,saeb,2019,6.2700000000000005
VI Lagoa,Gávea,saeb,2021,6.287036
VI Lagoa,Gávea,saeb,2023,6.2
VI Lagoa,Gávea,ideb,2007,5.081385281385282
VI Lagoa,Gávea,ideb,2009,5.4787234042553195
VI Lagoa,Gávea,ideb,2011,4.765193370165746
VI Lagoa,Gávea,ideb,2013,5.462171052631579
VI Lagoa,Gávea,ideb,2015,6.0
VI Lagoa,Gávea,ideb,2017,6.300000000000001
VI Lagoa,Gávea,ideb,2019,6.071153846153846
VI Lagoa,Gávea,ideb,2021,6.3
VI Lagoa,Gávea,ideb,2023,6.1
VI Lagoa,Ipanema,aprovacao,2007,96.91111111111111
VI Lagoa,Ipanema,aprovacao,2009,84.63793103448276
VI Lagoa,Ipanema,aprovacao,2011,83.33625730994152
VI Lagoa,Ipanema,aprovacao,2013,77.17019867549669
VI Lagoa,Ipanema,aprovacao,2015,85.96000000000001
VI Lagoa,Ipanema,aprovacao,2017,89.86559139784946
VI Lagoa,Ipanema,aprovacao,2019,83.30888888888889
VI Lagoa,Ipanema,aprovacao,2021,97.40000000000002
VI Lagoa,Ipanema,aprovacao,2023,96.3
VI Lagoa,Ipanema,saeb,2007,4.885644444444444
VI Lagoa,Ipanema,saeb,2009,5.994224137931035
VI Lagoa,Ipanema,saeb,2011,5.8087719298245615
VI Lagoa,Ipanema,saeb,2013,5.837086092715231
VI Lagoa,Ipanema,saeb,2015,6.210437499999999
VI Lagoa,Ipanema,saeb,2017,5.659677419354839
VI Lagoa,Ipanema,saeb,2019,5.826962962962964
VI Lagoa,Ipanema,saeb,2021,6.218128
VI Lagoa,Ipanema,saeb,2023,5.8
VI Lagoa,Ipanema,ideb,2007,4.5071111111111115
VI Lagoa,Ipanema,ideb,2009,4.968103448275863
VI Lagoa,Ipanema,ideb,2011,5.0888888888888895
VI Lagoa,Ipanema,ideb,2013,4.735099337748345
VI Lagoa,Ipanema,ideb,2015,5.448125
VI Lagoa,Ipanema,ideb,2017,5.031182795698925
VI Lagoa,Ipanema,ideb,2019,5.184444444444444
VI Lagoa,Ipanema,ideb,2021,6.0
VI Lagoa,Ipanema,ideb,2023,5.6
VI Lagoa,Jardim Botânico,aprovacao,2007,90.61538461538461
VI Lagoa,Jardim Botânico,aprovacao,2009,87.19016393442624
VI Lagoa,Jardim Botânico,aprovacao,2011,90.71969696969697
VI Lagoa,Jardim Botânico,aprovacao,2013,97.42931034482758
VI Lagoa,Jardim Botânico,aprovacao,2015,92.73333333333333
VI Lagoa,Jardim Botânico,aprovacao,2017,98.02857142857142
VI Lagoa,Jardim Botânico,aprovacao,2019,94.44732142857141
VI Lagoa,Jardim Botânico,aprovacao,2023,99.4
VI Lagoa,Jardim Botânico,saeb,2007,5.466153846153846
VI Lagoa,Jardim Botânico,saeb,2009,6.474426229508197
VI Lagoa,Jardim Botânico,saeb,2011,6.417878787878788
VI Lagoa,Jardim Botânico,saeb,2013,6.42646551724138
VI Lagoa,Jardim Botânico,saeb,2015,6.133333333333333
VI Lagoa,Jardim Botânico,saeb,2017,6.630285714285715
VI Lagoa,Jardim Botânico,saeb,2019,6.5512500000000005
VI Lagoa,Jardim Botânico,saeb,2023,7.2
VI Lagoa,Jardim Botânico,ideb,2007,4.984615384615385
VI Lagoa,Jardim Botânico,ideb,2009,5.69016393442623
VI Lagoa,Jardim Botânico,ideb,2011,5.799999999999999
VI Lagoa,Jardim Botânico,ideb,2013,6.104310344827585
VI Lagoa,Jardim Botânico,ideb,2015,5.6000000000000005
VI Lagoa,Jardim Botânico,ideb,2017,6.434285714285714
VI Lagoa,Jardim Botânico,ideb,2019,6.158928571428572
VI Lagoa,Jardim Botânico,ideb,2023,7.1
VI Lagoa,Lagoa,aprovacao,2007,96.67105263157895
VI Lagoa,Lagoa,aprovacao,2009,93.86363636363636
VI Lagoa,Lagoa,aprovacao,2011,89.69606741573034
VI Lagoa,Lagoa,aprovacao,2013,94.45461538461538
VI Lagoa,Lagoa,aprovacao,2015,93.91832061068702
VI Lagoa,Lagoa,aprovacao,2017,97.03636363636363
VI Lagoa,Lagoa,aprovacao,2019,100.0
VI Lagoa,Lagoa,aprovacao,2021,100.0
VI Lagoa,Lagoa,aprovacao,2023,99.0
VI Lagoa,Lagoa,saeb,2007,5.569736842105263
VI Lagoa,Lagoa,saeb,2009,5.995454545454545
VI Lagoa,Lagoa,saeb,2011,6.498988764044944
VI Lagoa,Lagoa,saeb,2013,6.37823076923077
VI Lagoa,Lagoa,saeb,2015,6.1293893129771
VI Lagoa,Lagoa,saeb,2017,6.393939393939394
VI Lagoa,Lagoa,saeb,2019,6.142777777777778
VI Lagoa,Lagoa,saeb,2021,6.39955
VI Lagoa,Lagoa,saeb,2023,7.0
VI Lagoa,Lagoa,ideb,2007,5.265789473684211
VI Lagoa,Lagoa,ideb,2009,5.666666666666667
VI Lagoa,Lagoa,ideb,2011,5.798314606741573
VI Lagoa,Lagoa,ideb,2013,5.7
VI Lagoa,Lagoa,ideb,2015,5.420610687022901
VI Lagoa,Lagoa,ideb,2017,5.989393939393938
VI Lagoa,Lagoa,ideb,2019,5.844444444444444
VI Lagoa,Lagoa,ideb,2021,6.4
VI Lagoa,Lagoa,ideb,2023,6.9
VI Lagoa,Leblon,aprovacao,2007,97.81868512110726
VI Lagoa,Leblon,aprovacao,2009,91.34326241134752
VI Lagoa,Leblon,aprovacao,2011,91.1970802919708
VI Lagoa,Leblon,aprovacao,2013,97.67621776504298
VI Lagoa,Leblon,aprovacao,2015,94.56166007905138
VI Lagoa,Leblon,aprovacao,2017,97.49049429657795
VI Lagoa,Leblon,aprovacao,2019,97.53846153846153
VI Lagoa,Leblon,aprovacao,2021,100.0
VI Lagoa,Leblon,aprovacao,2023,98.8
VI Lagoa,Leblon,saeb,2007,5.507958477508651
VI Lagoa,Leblon,saeb,2009,6.617517730496454
VI Lagoa,Leblon,saeb,2011,7.076715328467153
VI Lagoa,Leblon,saeb,2013,6.543896848137535
VI Lagoa,Leblon,saeb,2015,6.729841897233202
VI Lagoa,Leblon,saeb,2017,6.446730038022814
VI Lagoa,Leblon,saeb,2019,6.268681318681319
VI Lagoa,Leblon,saeb,2021,5.909339888392857
VI Lagoa,Leblon,saeb,2023,6.3
VI Lagoa,Leblon,ideb,2007,5.096539792387544
VI Lagoa,Leblon,ideb,2009,5.977304964539007
VI Lagoa,Leblon,ideb,2011,6.5299270072992694
VI Lagoa,Leblon,ideb,2013,6.092263610315186
VI Lagoa,Leblon,ideb,2015,6.249802371541502
VI Lagoa,Leblon,ideb,2017,6.066920152091255
VI Lagoa,Leblon,ideb,2019,6.039926739926741
VI Lagoa,Leblon,ideb,2021,5.936607142857143
VI Lagoa,Leblon,ideb,2023,6.2
VI Lagoa,São Conrado,aprovacao,2007,98.6
VI Lagoa,São Conrado,aprovacao,2009,88.0
VI Lagoa,São Conrado,aprovacao,2011,91.7
VI Lagoa,São Conrado,aprovacao,2013,93.2
VI Lagoa,São Conrado,aprovacao,2015,88.0
VI Lagoa,São Conrado,aprovacao,2017,100.0
VI Lagoa,São Conrado,aprovacao,2019,98.4
VI Lagoa,São Conrado,aprovacao,2023,100.0
VI Lagoa,São Conrado,saeb,2007,4.97
VI Lagoa,São Conrado,saeb,2009,6.19
VI Lagoa,São Conrado,saeb,2011,6.99
VI Lagoa,São Conrado,saeb,2013,6.21
VI Lagoa,São Conrado,saeb,2015,6.74
VI Lagoa,São Conrado,saeb,2017,6.65
VI Lagoa,São Conrado,saeb,2019,6.37
VI Lagoa,São Conrado,saeb,2023,6.5
VI Lagoa,São Conrado,ideb,2007,4.9
VI Lagoa,São Conrado,ideb,2009,5.6
VI Lagoa,São Conrado,ideb,2011,6.3
VI Lagoa,São Conrado,ideb,2013,5.8
VI Lagoa,São Conrado,ideb,2015,6.2
VI Lagoa,São Conrado,ideb,2017,6.5
VI Lagoa,São Conrado,ideb,2019,6.2
VI Lagoa,São Conrado,ideb,2023,6.5
VI Lagoa,Vidigal,aprovacao,2007,99.30810810810812
VI Lagoa,Vidigal,aprovacao,2009,85.29230769230769
VI Lagoa,Vidigal,aprovacao,2011,93.25555555555556
VI Lagoa,Vidigal,aprovacao,2013,95.49583333333334
VI Lagoa,Vidigal,aprovacao,2015,88.855421686747
VI Lagoa,Vidigal,aprovacao,2017,96.88936170212766
VI Lagoa,Vidigal,aprovacao,2019,95.35211267605634
VI Lagoa,Vidigal,aprovacao,2023,93.6
VI Lagoa,Vidigal,saeb,2007,4.4164864864864875
VI Lagoa,Vidigal,saeb,2009,6.064615384615386
VI Lagoa,Vidigal,saeb,2011,5.7881481481481485
VI Lagoa,Vidigal,saeb,2013,5.235416666666667
VI Lagoa,Vidigal,saeb,2015,5.7057831325301205
VI Lagoa,Vidigal,saeb,2017,6.093829787234043
VI Lagoa,Vidigal,saeb,2019,5.7853521126760565
VI Lagoa,Vidigal,saeb,2023,5.5
VI Lagoa,Vidigal,ideb,2007,4.0864864864864865
VI Lagoa,Vidigal,ideb,2009,5.257692307692308
VI Lagoa,Vidigal,ideb,2011,5.282222222222222
VI Lagoa,Vidigal,ideb,2013,4.004166666666666
VI Lagoa,Vidigal,ideb,2015,4.986746987951807
VI Lagoa,Vidigal,ideb,2017,5.36595744680851
VI Lagoa,Vidigal,ideb,2019,5.346478873239437
VI Lagoa,Vidigal,ideb,2023,5.2
XXVII Rocinha,Rocinha,aprovacao,2007,96.95747126436781
XXVII Rocinha,Rocinha,aprovacao,2009,97.73888888888888
XXVII Rocinha,Rocinha,aprovacao,2011,89.4148148148148
XXVII Rocinha,Rocinha,aprovacao,2013,85.12270742358078
XXVII Rocinha,Rocinha,aprovacao,2015,95.88819188191883
XXVII Rocinha,Rocinha,aprovacao,2017,97.3801652892562
XXVII Rocinha,Rocinha,aprovacao,2019,96.44265734265734
XXVII Rocinha,Rocinha,aprovacao,2021,100.0
XXVII Rocinha,Rocinha,aprovacao,2023,95.8
XXVII Rocinha,Rocinha,saeb,2007,4.544896551724138
XXVII Rocinha,Rocinha,saeb,2009,5.606875
XXVII Rocinha,Rocinha,saeb,2011,5.665185185185185
XXVII Rocinha,Rocinha,saeb,2013,5.0992576419213975
XXVII Rocinha,Rocinha,saeb,2015,5.7763099630996315
XXVII Rocinha,Rocinha,saeb,2017,6.428099173553719
XXVII Rocinha,Rocinha,saeb,2019,5.949230769230769
XXVII Rocinha,Rocinha,saeb,2021,5.166687
XXVII Rocinha,Rocinha,saeb,2023,6.1
XXVII Rocinha,Rocinha,ideb,2007,4.126436781609195
XXVII Rocinha,Rocinha,ideb,2009,5.445833333333333
XXVII Rocinha,Rocinha,ideb,2011,4.993518518518518
XXVII Rocinha,Rocinha,ideb,2013,4.131004366812227
XXVII Rocinha,Rocinha,ideb,2015,5.2
XXVII Rocinha,Rocinha,ideb,2017,6.072727272727272
XXVII Rocinha,Rocinha,ideb,2019,5.56993006993007
XXVII Rocinha,Rocinha,ideb,2021,5.2
XXVII Rocinha,Rocinha,ideb,2023,5.9
VIII Tijuca,Alto da Boa Vista,aprovacao,2007,97.40420168067227
VIII Tijuca,Alto da Boa Vista,aprovacao,2009,90.19285714285715
VIII Tijuca,Alto da Boa Vista,aprovacao,2011,94.27951219512195
VIII Tijuca,Alto da Boa Vista,aprovacao,2013,91.23893805309734
VIII Tijuca,Alto da Boa Vista,aprovacao,2015,98.70769230769231
VIII Tijuca,Alto da Boa Vista,aprovacao,2017,92.42448979591836
VIII Tijuca,Alto da Boa Vista,aprovacao,2019,89.02276422764228
VIII Tijuca,Alto da Boa Vista,aprovacao,2021,98.0709349593496
VIII Tijuca,Alto da Boa Vista,aprovacao,2023,97.9
VIII Tijuca,Alto da Boa Vista,saeb,2007,4.800378151260504
VIII Tijuca,Alto da Boa Vista,saeb,2009,5.7325
VIII Tijuca,Alto da Boa Vista,saeb,2011,5.988536585365854
VIII Tijuca,Alto da Boa Vista,saeb,2013,6.4200884955752215
VIII Tijuca,Alto da Boa Vista,saeb,2015,6.352051282051282
VIII Tijuca,Alto da Boa Vista,saeb,2017,6.3355782312925175
VIII Tijuca,Alto da Boa Vista,saeb,2019,6.116422764227643
VIII Tijuca,Alto da Boa Vista,saeb,2021,5.715827900406505
VIII Tijuca,Alto da Boa Vista,saeb,2023,6.0
VIII Tijuca,Alto da Boa Vista,ideb,2007,4.605042016806722
VIII Tijuca,Alto da Boa Vista,ideb,2009,5.07797619047619
VIII Tijuca,Alto da Boa Vista,ideb,2011,5.506341463414634
VIII Tijuca,Alto da Boa Vista,ideb,2013,5.749557522123895
VIII Tijuca,Alto da Boa Vista,ideb,2015,5.597435897435897
VIII Tijuca,Alto da Boa Vista,ideb,2017,5.959183673469388
VIII Tijuca,Alto da Boa Vista,ideb,2019,5.6520325203252035
VIII Tijuca,Alto da Boa Vista,ideb,2021,5.597967479674796
VIII Tijuca,Alto da Boa Vista,ideb,2023,5.9
VIII Tijuca,Praça da Bandeira,aprovacao,2007,94.35058139534884
VIII Tijuca,Praça da Bandeira,aprovacao,2009,87.13286713286713
VIII Tijuca,Praça da Bandeira,aprovacao,2011,87.51499999999999
VIII Tijuca,Praça da Bandeira,aprovacao,2013,83.15929203539822
VIII Tijuca,Praça da Bandeira,aprovacao,2015,96.44235294117645
VIII Tijuca,Praça da Bandeira,aprovacao,2017,100.0
VIII Tijuca,Praça da Bandeira,aprovacao,2019,96.32972972972973
VIII Tijuca,Praça da Bandeira,aprovacao,2021,98.1896449704142
VIII Tijuca,Praça da Bandeira,aprovacao,2023,99.4
VIII Tijuca,Praça da Bandeira,saeb,2007,4.905348837209303
VIII Tijuca,Praça da Bandeira,saeb,2009,5.548321678321679
VIII Tijuca,Praça da Bandeira,saeb,2011,5.9110000000000005
VIII Tijuca,Praça da Bandeira,saeb,2013,6.143185840707965
VIII Tijuca,Praça da Bandeira,saeb,2015,6.345294117647057
VIII Tijuca,Praça da Bandeira,saeb,2017,7.158461538461538
VIII Tijuca,Praça da Bandeira,saeb,2019,5.869189189189189
VIII Tijuca,Praça da Bandeira,saeb,2021,5.917164334319527
VIII Tijuca,Praça da Bandeira,saeb,2023,6.2
VIII Tijuca,Praça da Bandeira,ideb,2007,4.573255813953489
VIII Tijuca,Praça da Bandeira,ideb,2009,5.037062937062937
VIII Tijuca,Praça da Bandeira,ideb,2011,5.28
VIII Tijuca,Praça da Bandeira,ideb,2013,5.131858407079646
VIII Tijuca,Praça da Bandeira,ideb,2015,5.5858823529411765
VIII Tijuca,Praça da Bandeira,ideb,2017,6.774358974358974
VIII Tijuca,Praça da Bandeira,ideb,2019,5.651351351351351
VIII Tijuca,Praça da Bandeira,ideb,2021,5.836982248520711
VIII Tijuca,Praça da Bandeira,ideb,2023,6.2
VIII Tijuca,Tijuca,aprovacao,2007,95.95398230088496
VIII Tijuca,Tijuca,aprovacao,2009,87.12719449225474
VIII Tijuca,Tijuca,aprovacao,2011,93.19763033175356
VIII Tijuca,Tijuca,aprovacao,2013,92.03390313390312
VIII Tijuca,Tijuca,aprovacao,2015,92.12768924302789
VIII Tijuca,Tijuca,aprovacao,2017,97.46756272401434
VIII Tijuca,Tijuca,aprovacao,2019,97.2978927203065
VIII Tijuca,Tijuca,aprovacao,2021,99.12441920495611
VIII Tijuca,Tijuca,aprovacao,2023,97.9
VIII Tijuca,Tijuca,saeb,2007,4.995764854614412
VIII Tijuca,Tijuca,saeb,2009,5.775645438898451
VIII Tijuca,Tijuca,saeb,2011,6.176745655608215
VIII Tijuca,Tijuca,saeb,2013,6.075598290598291
VIII Tijuca,Tijuca,saeb,2015,6.3629880478087655
VIII Tijuca,Tijuca,saeb,2017,6.358512544802867
VIII Tijuca,Tijuca,saeb,2019,5.92852490421456
VIII Tijuca,Tijuca,saeb,2021,5.525656044914816
VIII Tijuca,Tijuca,saeb,2023,6.1
VIII Tijuca,Tijuca,ideb,2007,4.602781289506954
VIII Tijuca,Tijuca,ideb,2009,5.1413080895008605
VIII Tijuca,Tijuca,ideb,2011,5.535387045813586
VIII Tijuca,Tijuca,ideb,2013,5.272364672364673
VIII Tijuca,Tijuca,ideb,2015,5.842629482071712
VIII Tijuca,Tijuca,ideb,2017,5.992652329749105
VIII Tijuca,Tijuca,ideb,2019,5.694444444444445
VIII Tijuca,Tijuca,ideb,2021,5.49674754775426
VIII Tijuca,Tijuca,ideb,2023,5.9
IX Vila Isabel,Andaraí,aprovacao,2007,98.58895027624308
IX Vila Isabel,Andaraí,aprovacao,2009,90.46936026936028
IX Vila Isabel,Andaraí,aprovacao,2011,94.61433566433566
IX Vila Isabel,Andaraí,aprovacao,2013,89.75569105691056
IX Vila Isabel,Andaraí,aprovacao,2015,91.18757062146894
IX Vila Isabel,Andaraí,aprovacao,2017,89.35966386554621
IX Vila Isabel,Andaraí,aprovacao,2019,97.81923076923076
IX Vila Isabel,Andaraí,aprovacao,2021,99.00980592441267
IX Vila Isabel,Andaraí,aprovacao,2023,96.6
IX Vila Isabel,Andaraí,saeb,2007,5.122486187845304
IX Vila Isabel,Andaraí,saeb,2009,5.805959595959596
IX Vila Isabel,Andaraí,saeb,2011,6.2491958041958044
IX Vila Isabel,Andaraí,saeb,2013,6.147764227642276
IX Vila Isabel,Andaraí,saeb,2015,6.347966101694915
IX Vila Isabel,Andaraí,saeb,2017,6.310252100840335
IX Vila Isabel,Andaraí,saeb,2019,6.225494505494505
IX Vila Isabel,Andaraí,saeb,2021,5.659419964249234
IX Vila Isabel,Andaraí,saeb,2023,6.2
IX Vila Isabel,Andaraí,ideb,2007,4.791988950276243
IX Vila Isabel,Andaraí,ideb,2009,5.118181818181818
IX Vila Isabel,Andaraí,ideb,2011,5.713636363636363
IX Vila Isabel,Andaraí,ideb,2013,5.453252032520325
IX Vila Isabel,Andaraí,ideb,2015,5.701129943502826
IX Vila Isabel,Andaraí,ideb,2017,5.616386554621849
IX Vila Isabel,Andaraí,ideb,2019,5.85934065934066
IX Vila Isabel,Andaraí,ideb,2021,5.643105209397344
IX Vila Isabel,Andaraí,ideb,2023,6.0
IX Vila Isabel,Grajaú,aprovacao,2007,98.97610921501706
IX Vila Isabel,Grajaú,aprovacao,2009,86.81838235294117
IX Vila Isabel,Grajaú,aprovacao,2011,94.16304347826087
IX Vila Isabel,Grajaú,aprovacao,2013,94.92857142857143
IX Vila Isabel,Grajaú,aprovacao,2015,95.31583333333333
IX Vila Isabel,Grajaú,aprovacao,2017,94.97351598173516
IX Vila Isabel,Grajaú,aprovacao,2019,95.2
IX Vila Isabel,Grajaú,aprovacao,2021,98.9
IX Vila Isabel,Grajaú,aprovacao,2023,95.7
IX Vila Isabel,Grajaú,saeb,2007,5.269829351535836
IX Vila Isabel,Grajaú,saeb,2009,5.832095588235294
IX Vila Isabel,Grajaú,saeb,2011,6.207717391304348
IX Vila Isabel,Grajaú,saeb,2013,5.974285714285714
IX Vila Isabel,Grajaú,saeb,2015,6.313541666666667
IX Vila Isabel,Grajaú,saeb,2017,6.359452054794521
IX Vila Isabel,Grajaú,saeb,2019,6.194090909090909
IX Vila Isabel,Grajaú,saeb,2021,5.718632
IX Vila Isabel,Grajaú,saeb,2023,5.9
IX Vila Isabel,Grajaú,ideb,2007,5.020477815699659
IX Vila Isabel,Grajaú,ideb,2009,5.219852941176471
IX Vila Isabel,Grajaú,ideb,2011,5.377173913043478
IX Vila Isabel,Grajaú,ideb,2013,5.090365448504984
IX Vila Isabel,Grajaú,ideb,2015,5.795
IX Vila Isabel,Grajaú,ideb,2017,5.703196347031963
IX Vila Isabel,Grajaú,ideb,2019,5.921487603305785
IX Vila Isabel,Grajaú,ideb,2021,5.7
IX Vila Isabel,Grajaú,ideb,2023,5.8
IX Vila Isabel,Maracanã,aprovacao,2007,97.09432314410482
IX Vila Isabel,Maracanã,aprovacao,2009,97.02195121951219
IX Vila Isabel,Maracanã,aprovacao,2011,97.91623036649214
IX Vila Isabel,Maracanã,aprovacao,2013,97.04854368932038
IX Vila Isabel,Maracanã,aprovacao,2015,98.41935483870968
IX Vila Isabel,Maracanã,aprovacao,2017,99.48367346938775
IX Vila Isabel,Maracanã,aprovacao,2019,96.58714285714285
IX Vila Isabel,Maracanã,aprovacao,2021,98.34615384615384
IX Vila Isabel,Maracanã,aprovacao,2023,98.4
IX Vila Isabel,Maracanã,saeb,2007,6.356855895196506
IX Vila Isabel,Maracanã,saeb,2009,6.9929756097560976
IX Vila Isabel,Maracanã,saeb,2011,7.408429319371729
IX Vila Isabel,Maracanã,saeb,2013,7.482718446601942
IX Vila Isabel,Maracanã,saeb,2015,7.709354838709678
IX Vila Isabel,Maracanã,saeb,2017,7.413979591836734
IX Vila Isabel,Maracanã,saeb,2019,7.391142857142857
IX Vila Isabel,Maracanã,saeb,2021,6.564365166666666
IX Vila Isabel,Maracanã,saeb,2023,7.3
IX Vila Isabel,Maracanã,ideb,2007,5.95065502183406
IX Vila Isabel,Maracanã,ideb,2009,6.611219512195123
IX Vila Isabel,Maracanã,ideb,2011,7.114659685863874
IX Vila Isabel,Maracanã,ideb,2013,7.085436893203883
IX Vila Isabel,Maracanã,ideb,2015,7.490860215053763
IX Vila Isabel,Maracanã,ideb,2017,7.278061224489796
IX Vila Isabel,Maracanã,ideb,2019,7.057142857142857
IX Vila Isabel,Maracanã,ideb,2021,6.424358974358976
IX Vila Isabel,Maracanã,ideb,2023,7.2
IX Vila Isabel,Vila Isabel,aprovacao,2007,97.27810077519379
IX Vila Isabel,Vila Isabel,aprovacao,2009,89.15321100917431
IX Vila Isabel,Vila Isabel,aprovacao,2011,94.15461165048544
IX Vila Isabel,Vila Isabel,aprovacao,2013,93.06727688787184
IX Vila Isabel,Vila Isabel,aprovacao,2015,90.60550458715596
IX Vila Isabel,Vila Isabel,aprovacao,2017,92.4210332103321
IX Vila Isabel,Vila Isabel,aprovacao,2019,95.96008064516128
IX Vila Isabel,Vila Isabel,aprovacao,2021,99.55720524017467
IX Vila Isabel,Vila Isabel,aprovacao,2023,98.5
IX Vila Isabel,Vila Isabel,saeb,2007,4.4795930232558145
IX Vila Isabel,Vila Isabel,saeb,2009,5.4825382262996945
IX Vila Isabel,Vila Isabel,saeb,2011,5.7645388349514555
IX Vila Isabel,Vila Isabel,saeb,2013,5.551533180778031
IX Vila Isabel,Vila Isabel,saeb,2015,5.8873088685015285
IX Vila Isabel,Vila Isabel,saeb,2017,5.744317343173432
IX Vila Isabel,Vila Isabel,saeb,2019,5.540282258064516
