paper_id,requirement,category_id,rank,score,candidate_item_id,candidate_title,currently_assigned,current_status
card-krueger-1992-jpe,característica de escola por região,performance-aggregated,1,10.0,450e2d32fabe43c2840e0859d0546d2b,"Ensino Fundamental Regular - IDEB de rede pública municipal: séries iniciais (1º ao 5º ano) - taxa de aprovação, nota média padronizada do SAEB e IDEB por municípios das capitais selecionadas entre 2005 - 2021",,external
card-krueger-1992-jpe,característica de escola por região,performance-aggregated,2,10.0,7888fde5637e4f2fa54cfb80f32321e4,"Ensino Fundamental Regular - IDEB de rede pública municipal: séries finais (6º ao 9º ano) - taxa de aprovação, nota média padronizada do SAEB e IDEB por municípios das capitais selecionadas entre 2005 - 2021",,external
card-krueger-1992-jpe,característica de escola por região,performance-aggregated,3,7.0,29d517eedb9c44379a07430280a12839,Favelas Cariocas: Índice de Qualidade Urbana - Reedição digital 2026 - 1ª Edição (Impressa) 1997,,external
card-krueger-1992-jpe,característica de escola por região,performance-aggregated,4,7.0,6b375a1fcab642779398aa12108c906f,Índice de Qualidade do Emprego Municipal  (Março/2026),,external
card-krueger-1992-jpe,característica de escola por região,performance-aggregated,5,6.0,5b1bf5c3e5114564bbf9b7a372b85e17,Qualidade do ar - Dados horários,,external
card-krueger-1992-jpe,renda adulta por coorte,longitudinal-cohort,1,13.0,7001b082c7174c539bfbf4e8b34c682c,Painel.RIO,,external
card-krueger-1992-jpe,renda adulta por coorte,longitudinal-cohort,2,12.0,fc4a250e2002459091e0db180bfc3ab5,Data.Rio Fale Conosco_OLD,,external
card-krueger-1992-jpe,renda adulta por coorte,longitudinal-cohort,3,10.0,a4f0b57d7b3b4ef595b592cb61f93b7e,DATA.RIO,,external
card-krueger-1992-jpe,renda adulta por coorte,longitudinal-cohort,4,10.0,cc9673bd14694b8f9330756f387b899b,"Estabelecimentos, Massa Salarial e Vínculos na Cidade do Rio de Janeiro RAIS-Relação Anual de Informações Sociais",,external
card-krueger-1992-jpe,renda adulta por coorte,longitudinal-cohort,5,10.0,fcb522e7e10c4aa388f64407169aa821,"Indicadores de Renda: desigualdade por extratos da população, renda domiciliar nominal per capita média por quintil e décimo mais ricos, por Regiões Administrativas (RA), Bairros ou grupo de Bairros no Município do Rio de Janeiro em 2000/2010",,external
